sector,okved2,year,factoriescap_s,ITcosts_s,skvozcosts_s,trainingcosts_s
"Производство компьютеров, электронных и оптических изделий",26,2023.0,0.0855330537869794,0.2801204552439688,0.1703994005477164,0.0257486184456167
"Производство компьютеров, электронных и оптических изделий",26,2024.0,0.0983493976241955,0.2953775789039377,0.0912822341638509,0.019753805710868
Производство электрического оборудования,27,2021.0,0.0592454572283507,0.09399204812439,0.0048559290087166,0.0513511238050746
Производство электрического оборудования,27,2023.0,0.0607625312591448,0.0993412379228411,0.0522565928772695,0.0265791383868823
Производство электрического оборудования,27,2024.0,0.0605876458469419,0.1279627388140504,0.029043508877701,0.0232860324334884
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2022.0,0.0197712998484603,0.2847118528054392,0.0011769458412864,0.0085923415286632
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2023.0,0.023768671333989,0.1589406816145557,0.0060927258149798,0.031829634992444
Производство кабелей и кабельной арматуры,27.3,2021.0,0.0184958802562856,0.0573429283224632,0.0104458888228131,0.03131683653359
Производство прочего электрического оборудования,27.9,2023.0,0.0083983971313318,0.0904115966588581,0.3710686922131435,0.0119352006517019
Производство прочего электрического оборудования,27.9,2024.0,0.0081680835712357,0.1088100436960851,0.1573407979576094,0.0136701146252615
"Производство машин и оборудования, не включенных в другие группировки",28,2021.0,0.0746719517864348,0.1672472835071126,0.0418016373768637,0.0199563249804422
"Производство машин и оборудования, не включенных в другие группировки",28,2022.0,0.0736284680574628,0.1387083279053917,0.3924479181001488,0.0323171416739748
"Производство машин и оборудования, не включенных в другие группировки",28,2023.0,0.0832659249565975,0.1325354296746165,0.0181643216703646,0.0290739570385517
"Производство машин и оборудования, не включенных в другие группировки",28,2024.0,0.0835352871168806,0.1716494615402719,0.026025325635497,0.0379500133135826
Производство машин и оборудования общего назначения,28.1,2021.0,0.0211905032745195,0.1993582510839593,0.0771075034826739,0.0087378665430165
Производство машин и оборудования общего назначения,28.1,2023.0,0.0250739918665935,0.1654904571659952,0.0051937129367162,0.0180429920020494
Производство прочих машин и оборудования общего назначения,28.2,2023.0,0.0213352703808739,0.0845663609237896,0.0237693672077962,0.0335498349641741
Производство прочих машин специального назначения,28.9,2021.0,0.0197977718987745,0.1860196117016771,0.0405331040683627,0.0377911371404582
Производство прочих машин специального назначения,28.9,2022.0,0.0214400530366765,0.1488571103934331,0.0027843041044971,0.030014430626851
Производство прочих машин специального назначения,28.9,2023.0,0.0260354756676443,0.1350325647401186,0.0045371764191835,0.0356907760705147
Производство прочих машин специального назначения,28.9,2024.0,0.0282848587243243,0.18137372387644,0.0345216147177101,0.0390491339248759
"Производство автотранспортных средств, прицепов и полуприцепов",29,2021.0,0.1402805263681658,0.1150125874921252,0.0013837872084337,0.2319718655135996
"Производство автотранспортных средств, прицепов и полуприцепов",29,2022.0,0.0707594581853314,0.1365161216593138,0.0011088767953211,0.1851198722391613
"Производство автотранспортных средств, прицепов и полуприцепов",29,2023.0,0.0788266150380502,0.1159129801347499,0.0041623803470991,0.0151497028184962
