sector,okved2,year,PCusage_s
Деятельность по управлению компьютерными системами дистанционно,62.03.12,2021.0,2.0
Деятельность по управлению компьютерными системами дистанционно,62.03.12,2022.0,1.0
Деятельность по управлению компьютерными системами дистанционно,62.03.12,2023.0,2.0
Деятельность по управлению компьютерными системами дистанционно,62.03.12,2024.0,2.0
Деятельность по сопровождению компьютерных систем,62.03.13,2021.0,2.0
Деятельность по сопровождению компьютерных систем,62.03.13,2022.0,7.0
Деятельность по сопровождению компьютерных систем,62.03.13,2023.0,9.0
Деятельность по сопровождению компьютерных систем,62.03.13,2024.0,30.0
"Деятельность по управлению компьютерным оборудованием прочая, не включенная в другие группировки",62.03.19,2021.0,5.0
"Деятельность по управлению компьютерным оборудованием прочая, не включенная в другие группировки",62.03.19,2022.0,5.0
"Деятельность по управлению компьютерным оборудованием прочая, не включенная в другие группировки",62.03.19,2023.0,5.0
"Деятельность по управлению компьютерным оборудованием прочая, не включенная в другие группировки",62.03.19,2024.0,9.0
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2017.0,365.0
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2018.0,436.0
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2019.0,413.0
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2021.0,594.0
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2022.0,577.0
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2023.0,527.0
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2024.0,550.0
Деятельность в области информационных технологий,63,2021.0,2484.0
Деятельность в области информационных технологий,63,2022.0,2461.0
Деятельность в области информационных технологий,63,2023.0,2548.0
Деятельность в области информационных технологий,63,2024.0,2756.0
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2017.0,1261.0
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2018.0,1458.0
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2019.0,1756.0
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2021.0,2077.0
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2022.0,2041.0
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2023.0,2079.0
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2024.0,2311.0
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность(63.11)",63.11,2017.0,1256.0
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность(63.11)",63.11,2018.0,1450.0
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность(63.11)",63.11,2019.0,1744.0
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2021.0,2044.0
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2022.0,2005.0
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2023.0,2042.0
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2024.0,2272.0
Деятельность по созданию и использованию баз данных и информационных ресурсов,63.11.1,2021.0,1086.0
Деятельность по созданию и использованию баз данных и информационных ресурсов,63.11.1,2022.0,1120.0
Деятельность по созданию и использованию баз данных и информационных ресурсов,63.11.1,2023.0,1135.0
Деятельность по созданию и использованию баз данных и информационных ресурсов,63.11.1,2024.0,1353.0
Деятельность по предоставлению услуг по размещению информации прочая,63.11.9,2021.0,152.0
Деятельность по предоставлению услуг по размещению информации прочая,63.11.9,2022.0,88.0
Деятельность по предоставлению услуг по размещению информации прочая,63.11.9,2023.0,104.0
Деятельность по предоставлению услуг по размещению информации прочая,63.11.9,2024.0,103.0
Деятельность web-порталов,63.12,2017.0,5.0
Деятельность web-порталов,63.12,2018.0,8.0
Деятельность web-порталов,63.12,2019.0,12.0
Деятельность web-порталов,63.12,2021.0,33.0
Деятельность web-порталов,63.12,2022.0,36.0
Деятельность web-порталов,63.12,2023.0,37.0
Деятельность web-порталов,63.12,2024.0,39.0
Деятельность сетевых изданий,63.12.1,2021.0,18.0
Деятельность сетевых изданий,63.12.1,2022.0,22.0
Деятельность сетевых изданий,63.12.1,2023.0,23.0
Деятельность сетевых изданий,63.12.1,2024.0,24.0
Деятельность в области информационных услуг прочая,63.9,2017.0,205.0
Деятельность в области информационных услуг прочая,63.9,2018.0,197.0
Деятельность в области информационных услуг прочая,63.9,2019.0,248.0
Деятельность в области информационных услуг прочая,63.9,2021.0,407.0
Деятельность в области информационных услуг прочая,63.9,2022.0,420.0
Деятельность в области информационных услуг прочая,63.9,2023.0,469.0
Деятельность в области информационных услуг прочая,63.9,2024.0,445.0
Деятельность информационных агентств,63.91,2017.0,180.0
Деятельность информационных агентств,63.91,2018.0,153.0
Деятельность информационных агентств,63.91,2019.0,184.0
Деятельность информационных агентств,63.91,2021.0,185.0
Деятельность информационных агентств,63.91,2022.0,175.0
Деятельность информационных агентств,63.91,2023.0,159.0
Деятельность информационных агентств,63.91,2024.0,159.0
"Деятельность информационных служб прочая, не включенная в другие группировки",63.99,2017.0,25.0
"Деятельность информационных служб прочая, не включенная в другие группировки",63.99,2018.0,44.0
"Деятельность информационных служб прочая, не включенная в другие группировки",63.99,2019.0,64.0
"Деятельность информационных служб прочая, не включенная в другие группировки",63.99,2021.0,222.0
"Деятельность информационных служб прочая, не включенная в другие группировки",63.99,2022.0,245.0
"Деятельность информационных служб прочая, не включенная в другие группировки",63.99,2023.0,310.0
"Деятельность информационных служб прочая, не включенная в другие группировки",63.99,2024.0,286.0
Деятельность по оказанию консультационных и информационных услуг,63.99.1,2021.0,214.0
Деятельность по оказанию консультационных и информационных услуг,63.99.1,2022.0,233.0
Деятельность по оказанию консультационных и информационных услуг,63.99.1,2023.0,298.0
Деятельность по оказанию консультационных и информационных услуг,63.99.1,2024.0,274.0
Деятельность по оказанию компьютерных информационных услуг телефонной связи,63.99.11,2021.0,15.0
Деятельность по оказанию компьютерных информационных услуг телефонной связи,63.99.11,2022.0,104.0
Деятельность по оказанию компьютерных информационных услуг телефонной связи,63.99.11,2023.0,113.0
Деятельность по оказанию компьютерных информационных услуг телефонной связи,63.99.11,2024.0,125.0
Деятельность по оказанию услуг службами информационного поиска по договору или на платной основе,63.99.12,2021.0,16.0
Деятельность по оказанию услуг службами информационного поиска по договору или на платной основе,63.99.12,2022.0,18.0
Деятельность по оказанию услуг службами информационного поиска по договору или на платной основе,63.99.12,2023.0,26.0
Деятельность по оказанию услуг службами информационного поиска по договору или на платной основе,63.99.12,2024.0,26.0
"Деятельность по оказанию услуг по составлению обзоров новостей, услуг по подборке печатных изданий и подобной информации",63.99.2,2021.0,1.0
"Деятельность по оказанию услуг по составлению обзоров новостей, услуг по подборке печатных изданий и подобной информации",63.99.2,2022.0,3.0
"Деятельность по оказанию услуг по составлению обзоров новостей, услуг по подборке печатных изданий и подобной информации",63.99.2,2023.0,4.0
"Деятельность по оказанию услуг по составлению обзоров новостей, услуг по подборке печатных изданий и подобной информации",63.99.2,2024.0,3.0
"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64,2017.0,7738.0
"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64,2018.0,8305.0
"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64,2019.0,8607.0
"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64,2021.0,9671.0
"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64,2022.0,9393.0
"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64,2023.0,9065.0
"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64,2024.0,8720.0
Денежное посредничество,64.1,2021.0,4701.0
Денежное посредничество,64.1,2022.0,4469.0
Денежное посредничество,64.1,2023.0,4131.0
Денежное посредничество,64.1,2024.0,3934.0
Деятельность Центрального банка Российской Федерации (Банка России),64.11,2017.0,216.0
Деятельность Центрального банка Российской Федерации (Банка России),64.11,2018.0,191.0
Деятельность Центрального банка Российской Федерации (Банка России),64.11,2019.0,208.0
Деятельность Центрального банка Российской Федерации (Банка России),64.11,2021.0,182.0
Деятельность Центрального банка Российской Федерации (Банка России),64.11,2022.0,208.0
Деятельность Центрального банка Российской Федерации (Банка России),64.11,2023.0,182.0
Деятельность Центрального банка Российской Федерации (Банка России),64.11,2024.0,194.0
Денежное посредничество прочее,64.19,2021.0,4519.0
Денежное посредничество прочее,64.19,2022.0,4261.0
Денежное посредничество прочее,64.19,2023.0,3949.0
Денежное посредничество прочее,64.19,2024.0,3740.0
Деятельность холдинговых компаний,64.20,2021.0,181.0
Деятельность холдинговых компаний,64.20,2022.0,224.0
Деятельность холдинговых компаний,64.20,2023.0,266.0
Деятельность холдинговых компаний,64.20,2024.0,342.0
Деятельность инвестиционных фондов и аналогичных финансовых организаций,64.30,2021.0,5.0
Деятельность инвестиционных фондов и аналогичных финансовых организаций,64.30,2022.0,7.0
Деятельность инвестиционных фондов и аналогичных финансовых организаций,64.30,2023.0,7.0
Деятельность инвестиционных фондов и аналогичных финансовых организаций,64.30,2024.0,9.0
"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64.9,2021.0,4784.0
"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64.9,2022.0,4693.0
"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64.9,2023.0,4661.0
"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64.9,2024.0,4435.0
Деятельность по финансовой аренде (лизингу/сублизингу),64.91,2021.0,959.0
Деятельность по финансовой аренде (лизингу/сублизингу),64.91,2022.0,877.0
Деятельность по финансовой аренде (лизингу/сублизингу),64.91,2023.0,847.0
Деятельность по финансовой аренде (лизингу/сублизингу),64.91,2024.0,888.0
Деятельность по финансовой аренде (лизингу/сублизингу) племенных животных,64.91.1,2021.0,1.0
Деятельность по финансовой аренде (лизингу/сублизингу) племенных животных,64.91.1,2022.0,4.0
Деятельность по финансовой аренде (лизингу/сублизингу) племенных животных,64.91.1,2023.0,
Деятельность по финансовой аренде (лизингу/сублизингу) племенных животных,64.91.1,2024.0,2.0
"Деятельность по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных",64.91.2,2021.0,179.0
"Деятельность по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных",64.91.2,2022.0,181.0
"Деятельность по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных",64.91.2,2023.0,195.0
"Деятельность по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных",64.91.2,2024.0,206.0
Предоставление займов и прочих видов кредита,64.92,2021.0,2557.0
Предоставление займов и прочих видов кредита,64.92,2022.0,2496.0
Предоставление займов и прочих видов кредита,64.92,2023.0,2342.0
Предоставление займов и прочих видов кредита,64.92,2024.0,2101.0
Деятельность по предоставлению потребительского кредита,64.92.1,2021.0,254.0
Деятельность по предоставлению потребительского кредита,64.92.1,2022.0,242.0
Деятельность по предоставлению потребительского кредита,64.92.1,2023.0,235.0
Деятельность по предоставлению потребительского кредита,64.92.1,2024.0,225.0
Деятельность по предоставлению займов промышленности,64.92.2,2021.0,64.0
Деятельность по предоставлению займов промышленности,64.92.2,2022.0,69.0
Деятельность по предоставлению займов промышленности,64.92.2,2023.0,55.0
Деятельность по предоставлению займов промышленности,64.92.2,2024.0,37.0
Деятельность по предоставлению денежных ссуд под залог недвижимого имущества,64.92.3,2021.0,40.0
Деятельность по предоставлению денежных ссуд под залог недвижимого имущества,64.92.3,2022.0,44.0
Деятельность по предоставлению денежных ссуд под залог недвижимого имущества,64.92.3,2023.0,42.0
Деятельность по предоставлению денежных ссуд под залог недвижимого имущества,64.92.3,2024.0,44.0
"Деятельность по предоставлению кредитов на покупку домов специализированными учреждениями, не принимающими депозиты",64.92.4,2021.0,4.0
"Деятельность по предоставлению кредитов на покупку домов специализированными учреждениями, не принимающими депозиты",64.92.4,2022.0,3.0
"Деятельность по предоставлению кредитов на покупку домов специализированными учреждениями, не принимающими депозиты",64.92.4,2023.0,3.0
"Деятельность по предоставлению кредитов на покупку домов специализированными учреждениями, не принимающими депозиты",64.92.4,2024.0,2.0
Деятельность по предоставлению ломбардами краткосрочных займов под залог движимого имущества,64.92.6,2021.0,246.0
Деятельность по предоставлению ломбардами краткосрочных займов под залог движимого имущества,64.92.6,2022.0,234.0
Деятельность по предоставлению ломбардами краткосрочных займов под залог движимого имущества,64.92.6,2023.0,203.0
Деятельность по предоставлению ломбардами краткосрочных займов под залог движимого имущества,64.92.6,2024.0,187.0
Деятельность микрофинансовая,64.92.7,2021.0,1335.0
Деятельность микрофинансовая,64.92.7,2022.0,1283.0
Деятельность микрофинансовая,64.92.7,2023.0,1207.0
Деятельность микрофинансовая,64.92.7,2024.0,1038.0
"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,2021.0,1268.0
"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,2022.0,1320.0
"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,2023.0,1472.0
"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,2024.0,1446.0
Вложения в ценные бумаги,64.99.1,2021.0,388.0
Вложения в ценные бумаги,64.99.1,2022.0,380.0
Вложения в ценные бумаги и деятельность дилерская,64.99.1,2023.0,380.0
Вложения в ценные бумаги и деятельность дилерская,64.99.1,2024.0,365.0
Вложения в ценные бумаги,64.99.11,2023.0,1.0
Вложения в ценные бумаги,64.99.11,2024.0,23.0
Деятельность дилерская,64.99.12,2024.0,5.0
Деятельность дилерская,64.99.2,2021.0,23.0
Деятельность дилерская,64.99.2,2022.0,24.0
Деятельность по сбору пожертвований и по формированию целевого капитала некоммерческих организаций,64.99.2,2023.0,38.0
Деятельность по сбору пожертвований и по формированию целевого капитала некоммерческих организаций,64.99.2,2024.0,64.0
Деятельность по сбору благотворительных пожертвований в денежной форме,64.99.21,2023.0,3.0
Деятельность по сбору благотворительных пожертвований в денежной форме,64.99.21,2024.0,16.0
Деятельность по формированию целевого капитала некоммерческих организаций,64.99.22,2023.0,
Деятельность по формированию целевого капитала некоммерческих организаций,64.99.22,2024.0,2.0
"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний",64.99.3,2021.0,169.0
"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний",64.99.3,2022.0,148.0
"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний",64.99.3,2023.0,135.0
"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний",64.99.3,2024.0,143.0
"Заключение свопов, опционов и других срочных сделок",64.99.4,2021.0,4.0
"Заключение свопов, опционов и других срочных сделок",64.99.4,2022.0,3.0
"Заключение свопов, опционов и других срочных сделок",64.99.4,2023.0,4.0
"Заключение свопов, опционов и других срочных сделок",64.99.4,2024.0,5.0
Предоставление факторинговых услуг,64.99.5,2021.0,15.0
Предоставление факторинговых услуг,64.99.5,2022.0,16.0
Предоставление факторинговых услуг,64.99.5,2023.0,20.0
Предоставление факторинговых услуг,64.99.5,2024.0,20.0
Деятельность по финансовой взаимопомощи,64.99.6,2021.0,85.0
Деятельность по финансовой взаимопомощи,64.99.6,2022.0,83.0
Деятельность по финансовой взаимопомощи,64.99.6,2023.0,82.0
Деятельность по финансовой взаимопомощи,64.99.6,2024.0,54.0
"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",64.99.7,2021.0,7.0
"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",64.99.7,2022.0,8.0
"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",64.99.7,2023.0,6.0
"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов",64.99.7,2024.0,6.0
"Деятельность ипотечных агентов, управляющих ипотечным покрытием; деятельность специализированных депозитариев ипотечного покрытия",64.99.8,2021.0,4.0
"Деятельность ипотечных агентов, управляющих ипотечным покрытием; деятельность специализированных депозитариев ипотечного покрытия",64.99.8,2022.0,4.0
"Деятельность ипотечных агентов, управляющих ипотечным покрытием; деятельность специализированных депозитариев ипотечного покрытия",64.99.8,2023.0,4.0
"Деятельность ипотечных агентов, управляющих ипотечным покрытием; деятельность специализированных депозитариев ипотечного покрытия",64.99.8,2024.0,3.0
Деятельность жилищных накопительных кооперативов,64.99.9,2021.0,20.0
Деятельность жилищных накопительных кооперативов,64.99.9,2022.0,21.0
Деятельность жилищных накопительных кооперативов,64.99.9,2023.0,20.0
Деятельность жилищных накопительных кооперативов,64.99.9,2024.0,21.0
"Страхование, перестрахование, деятельность негосударственных пенсионных фондов, кроме обязательного социального обеспечения",65,2017.0,2369.0
"Страхование, перестрахование, деятельность негосударственных пенсионных фондов, кроме обязательного социального обеспечения",65,2018.0,2623.0
"Страхование, перестрахование, деятельность негосударственных пенсионных фондов, кроме обязательного социального обеспечения",65,2019.0,2291.0
"Страхование, перестрахование, деятельность негосударственных пенсионных фондов, кроме обязательного социального обеспечения",65,2021.0,1816.0
"Страхование, перестрахование, деятельность негосударственных пенсионных фондов, кроме обязательного социального обеспечения",65,2022.0,1817.0
"Страхование, перестрахование, деятельность негосударственных пенсионных фондов, кроме обязательного социального обеспечения",65,2023.0,1762.0
"Страхование, перестрахование, деятельность негосударственных пенсионных фондов, кроме обязательного социального обеспечения",65,2024.0,1835.0
Страхование,65.1,2021.0,1598.0
Страхование,65.1,2022.0,1594.0
Страхование,65.1,2023.0,1552.0
Страхование,65.1,2024.0,1580.0
Страхование жизни,65.11,2021.0,211.0
Страхование жизни,65.11,2022.0,216.0
Страхование жизни,65.11,2023.0,232.0
Страхование жизни,65.11,2024.0,238.0
"Страхование, кроме страхования жизни",65.12,2021.0,1387.0
"Страхование, кроме страхования жизни",65.12,2022.0,1378.0
"Страхование, кроме страхования жизни",65.12,2023.0,1320.0
"Страхование, кроме страхования жизни",65.12,2024.0,1342.0
Страхование медицинское,65.12.1,2021.0,183.0
Страхование медицинское,65.12.1,2022.0,168.0
Страхование медицинское,65.12.1,2023.0,154.0
Страхование медицинское,65.12.1,2024.0,186.0
Страхование имущества,65.12.2,2021.0,210.0
Страхование имущества,65.12.2,2022.0,206.0
Страхование имущества,65.12.2,2023.0,197.0
Страхование имущества,65.12.2,2024.0,160.0
Страхование гражданской ответственности,65.12.3,2021.0,36.0
Страхование гражданской ответственности,65.12.3,2022.0,40.0
Страхование гражданской ответственности,65.12.3,2023.0,38.0
Страхование гражданской ответственности,65.12.3,2024.0,39.0
Страхование от несчастных случаев и болезней,65.12.4,2021.0,2.0
Страхование от несчастных случаев и болезней,65.12.4,2022.0,5.0
Страхование от несчастных случаев и болезней,65.12.4,2023.0,4.0
Страхование от несчастных случаев и болезней,65.12.4,2024.0,4.0
Страхование рисков,65.12.5,2021.0,2.0
Страхование рисков,65.12.5,2022.0,2.0
Страхование рисков,65.12.5,2023.0,2.0
Страхование рисков,65.12.5,2024.0,2.0
"Прочие виды страхования, не включенные в другие группировки",65.12.9,2021.0,150.0
"Прочие виды страхования, не включенные в другие группировки",65.12.9,2022.0,149.0
"Прочие виды страхования, не включенные в другие группировки",65.12.9,2023.0,142.0
"Прочие виды страхования, не включенные в другие группировки",65.12.9,2024.0,136.0
Перестрахование,65.20,2021.0,2.0
Перестрахование,65.20,2022.0,4.0
Перестрахование,65.20,2023.0,4.0
Перестрахование,65.20,2024.0,5.0
Деятельность негосударственных пенсионных фондов,65.30,2021.0,216.0
Деятельность негосударственных пенсионных фондов,65.30,2022.0,219.0
Деятельность негосударственных пенсионных фондов,65.30,2023.0,206.0
Деятельность негосударственных пенсионных фондов,65.30,2024.0,250.0
Деятельность вспомогательная в сфере финансовых услуг и страхования,66,2017.0,524.0
Деятельность вспомогательная в сфере финансовых услуг и страхования,66,2018.0,697.0
Деятельность вспомогательная в сфере финансовых услуг и страхования,66,2019.0,733.0
Деятельность вспомогательная в сфере финансовых услуг и страхования,66,2021.0,1029.0
Деятельность вспомогательная в сфере финансовых услуг и страхования,66,2022.0,1005.0
Деятельность вспомогательная в сфере финансовых услуг и страхования,66,2023.0,965.0
Деятельность вспомогательная в сфере финансовых услуг и страхования,66,2024.0,940.0
"Деятельность вспомогательная в сфере финансовых услуг, кроме страхования и пенсионного обеспечения",66.1,2021.0,870.0
"Деятельность вспомогательная в сфере финансовых услуг, кроме страхования и пенсионного обеспечения",66.1,2022.0,840.0
"Деятельность вспомогательная в сфере финансовых услуг, кроме страхования и пенсионного обеспечения",66.1,2023.0,785.0
"Деятельность вспомогательная в сфере финансовых услуг, кроме страхования и пенсионного обеспечения",66.1,2024.0,752.0
Управление финансовыми рынками,66.11,2021.0,316.0
Управление финансовыми рынками,66.11,2022.0,305.0
Управление финансовыми рынками,66.11,2023.0,299.0
Управление финансовыми рынками,66.11,2024.0,290.0
Деятельность по организации торговли на финансовых рынках,66.11.1,2021.0,7.0
Деятельность по организации торговли на финансовых рынках,66.11.1,2022.0,7.0
Деятельность по организации торговли на финансовых рынках,66.11.1,2023.0,8.0
Деятельность по организации торговли на финансовых рынках,66.11.1,2024.0,5.0
"Управление и контроль за деятельностью фондовых, товарных, валютных и валютнофондовых бирж",66.11.2,2021.0,4.0
"Управление и контроль за деятельностью фондовых, товарных, валютных и валютнофондовых бирж",66.11.2,2022.0,3.0
"Управление и контроль за деятельностью фондовых, товарных, валютных и валютнофондовых бирж",66.11.2,2023.0,3.0
"Управление и контроль за деятельностью фондовых, товарных, валютных и валютнофондовых бирж",66.11.2,2024.0,3.0
Деятельность регистраторов по ведению реестра владельцев ценных бумаг,66.11.3,2021.0,283.0
Деятельность регистраторов по ведению реестра владельцев ценных бумаг,66.11.3,2022.0,280.0
Деятельность регистраторов по ведению реестра владельцев ценных бумаг,66.11.3,2023.0,275.0
Деятельность регистраторов по ведению реестра владельцев ценных бумаг,66.11.3,2024.0,271.0
Деятельность по обеспечению эффективности функционирования финансовых рынков,66.11.4,2021.0,6.0
Деятельность по обеспечению эффективности функционирования финансовых рынков,66.11.4,2022.0,2.0
Деятельность по обеспечению эффективности функционирования финансовых рынков,66.11.4,2023.0,2.0
Деятельность по обеспечению эффективности функционирования финансовых рынков,66.11.4,2024.0,2.0
Деятельность по определению взаимных обязательств (клиринг),66.11.5,2021.0,5.0
Деятельность по определению взаимных обязательств (клиринг),66.11.5,2022.0,5.0
Деятельность по определению взаимных обязательств (клиринг),66.11.5,2023.0,5.0
Деятельность по определению взаимных обязательств (клиринг),66.11.5,2024.0,4.0
Деятельность брокерская по сделкам с ценными бумагами и товарами,66.12,2021.0,267.0
Деятельность брокерская по сделкам с ценными бумагами и товарами,66.12,2022.0,247.0
Деятельность брокерская по сделкам с ценными бумагами и товарами,66.12,2023.0,229.0
Деятельность брокерская по сделкам с ценными бумагами и товарами,66.12,2024.0,217.0
"Деятельность биржевых посредников и биржевых брокеров, совершающих товарные фьючерсные и опционные сделки в биржевой торговле",66.12.1,2021.0,190.0
"Деятельность биржевых посредников и биржевых брокеров, совершающих товарные фьючерсные и опционные сделки в биржевой торговле",66.12.1,2022.0,168.0
