sector,okved2,year,trainingcosts_s
Торговля оптовая специализированная прочая,46.7,2021,317.0906
Торговля оптовая специализированная прочая,46.7,2022,92.5145
Торговля оптовая специализированная прочая,46.7,2023,25.159
Торговля оптовая специализированная прочая,46.7,2024,35.5954
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2019,2.3661
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2021,308.9883
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2022,9.8586
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2023,21.5772
"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",46.71,2024,26.9653
Торговля оптовая твердым топливом,46.71.1,2022,0.425
Торговля оптовая твердым топливом,46.71.1,2024,3.5181
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2021,300.75440000000003
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2022,1.3232000000000002
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2023,2.1048
"Торговля оптовая моторным топливом, включая авиационный бензин",46.71.2,2024,1.4373
Торговля оптовая природным (естественным) газом,46.71.4,2021,1.6065
Торговля оптовая природным (естественным) газом,46.71.4,2023,15.8675
Торговля оптовая природным (естественным) газом,46.71.4,2024,20.4741
Торговля оптовая металлами и металлическими рудами,46.72,2021,0.3946
Торговля оптовая металлами и металлическими рудами,46.72,2022,0.2028
Торговля оптовая металлами и металлическими рудами,46.72,2023,0.017
Торговля оптовая металлами и металлическими рудами,46.72,2024,0.4072
Торговля оптовая металлами в первичных формах,46.72.2,2024,0.3676
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2021,2.9348
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2022,1.2003
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2023,1.9267
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2024,2.4422
Торговля оптовая санитарно-техническим оборудованием,46.73.3,2023,0.2009
Торговля оптовая санитарно-техническим оборудованием,46.73.3,2024,0.8072
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2021,0.2348
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2022,0.3033
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2023,0.6648
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2024,0.5752999999999999
"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",46.74,2023,0.1641
"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",46.74,2024,0.722
Торговля оптовая ручными инструментами,46.74.3,2023,0.0272
Торговля оптовая химическими продуктами,46.75,2021,2.0395
Торговля оптовая химическими продуктами,46.75,2022,79.4623
Торговля оптовая химическими продуктами,46.75,2023,0.4828
Торговля оптовая химическими продуктами,46.75,2024,0.747
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2021,0.5115
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2022,0.8503
Торговля оптовая промышленными химикатами,46.75.2,2021,1.528
Торговля оптовая промышленными химикатами,46.75.2,2023,0.0938
Торговля оптовая промышленными химикатами,46.75.2,2024,0.207
Торговля оптовая прочими промежуточными продуктами,46.76,2021,2.6834
Торговля оптовая прочими промежуточными продуктами,46.76,2023,0.9132
Торговля оптовая прочими промежуточными продуктами,46.76,2024,0.9597
Торговля оптовая отходами и ломом,46.77,2024,3.352
Торговля оптовая неспециализированная,46.9,2021,4.0983
Торговля оптовая неспециализированная,46.9,2022,10.7667
Торговля оптовая неспециализированная,46.9,2023,11.2255
Торговля оптовая неспециализированная,46.9,2024,74.24889999999999
Торговля оптовая неспециализированная,46.90,2021,4.0983
Торговля оптовая неспециализированная,46.90,2022,10.7667
Торговля оптовая неспециализированная,46.90,2023,11.2255
Торговля оптовая неспециализированная,46.90,2024,74.24889999999999
"Розничная торговля, кроме торговли автотранспортными средствами и мотоциклами; ремонт бытовых изделий и предметов личного пользования",47,2016,133.7791
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2017,116.4646
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2018,58.5258
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2019,1530.864
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2021,22.684
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2022,47.9257
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2023,49.4979
"Торговля розничная, кроме торговли автотранспортными средствами и мотоциклами",47,2024,36.6341
Торговля розничная в неспециализированных магазинах,47.1,2021,15.5064
Торговля розничная в неспециализированных магазинах,47.1,2022,3.7106
Торговля розничная в неспециализированных магазинах,47.1,2023,36.418800000000005
Торговля розничная в неспециализированных магазинах,47.1,2024,23.6545
"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",47.11,2021,15.3549
"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",47.11,2022,3.5418000000000003
"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",47.11,2023,35.3888
"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",47.11,2024,23.545
"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах",47.2,2022,0.2762
"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах",47.2,2023,3.3566
Торговля розничная прочими пищевыми продуктами в специализированных магазинах,47.29,2022,0.2537
Торговля розничная прочими пищевыми продуктами в специализированных магазинах,47.29.3,2022,0.2517
"Торговля розничная прочими пищевыми продуктами в специализированных магазинах, не включенными в другие группировки",47.29.39,2022,0.2517
Торговля розничная моторным топливом в специализированных магазинах,47.3,2021,3.6477
Торговля розничная моторным топливом в специализированных магазинах,47.3,2022,0.2933
Торговля розничная моторным топливом в специализированных магазинах,47.3,2023,2.301
Торговля розничная моторным топливом в специализированных магазинах,47.3,2024,1.6525999999999998
Торговля розничная моторным топливом в специализированных магазинах,47.30,2019,0.7232000000000001
Торговля розничная моторным топливом в специализированных магазинах,47.30,2021,3.6477
Торговля розничная моторным топливом в специализированных магазинах,47.30,2022,0.2933
Торговля розничная моторным топливом в специализированных магазинах,47.30,2023,2.301
Торговля розничная моторным топливом в специализированных магазинах,47.30,2024,1.6525999999999998
"Торговля розничная бытовым жидким котельным топливом, газом в баллонах, углем, древесным топливом, топливным торфом в специализированных магазинах",47.30.2,2019,0.0
Торговля розничная информационным и коммуникационным оборудованием в специализированных магазинах,47.4,2021,0.154
Торговля розничная информационным и коммуникационным оборудованием в специализированных магазинах,47.4,2022,31.4007
"Торговля розничная телекоммуникационным оборудованием, включая розничную торговлю мобильными телефонами, в специализированных магазинах",47.42,2021,0.154
"Торговля розничная телекоммуникационным оборудованием, включая розничную торговлю мобильными телефонами, в специализированных магазинах",47.42,2022,31.3987
Торговля розничная прочими бытовыми изделиями в специализированных магазинах,47.5,2021,0.6282000000000001
Торговля розничная прочими бытовыми изделиями в специализированных магазинах,47.5,2022,10.6624
Торговля розничная прочими бытовыми изделиями в специализированных магазинах,47.5,2023,0.499
Торговля розничная прочими бытовыми изделиями в специализированных магазинах,47.5,2024,1.3975
"Торговля розничная скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах",47.52,2024,0.463
"Торговля розничная строительными материалами, не включенными в другие группировки, в специализированных магазинах",47.52.7,2024,0.463
"Торговля розничная прочими строительными материалами, не включенными в другие группировки, в специализированных магазинах",47.52.79,2024,0.463
"Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах",47.59,2022,10.2772
Торговля розничная прочими товарами в специализированных магазинах,47.7,2021,1.9802
Торговля розничная прочими товарами в специализированных магазинах,47.7,2022,1.4195
Торговля розничная прочими товарами в специализированных магазинах,47.7,2023,3.7665
Торговля розничная прочими товарами в специализированных магазинах,47.7,2024,9.2968
Торговля розничная одеждой в специализированных магазинах,47.71,2024,1.7293
Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),47.73,2021,1.0292
Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),47.73,2022,0.316
Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),47.73,2023,2.6955
Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),47.73,2024,1.6075
Торговля розничная часами и ювелирными изделиями в специализированных магазинах,47.77,2021,0.503
Торговля розничная ювелирными изделиями в специализированных магазинах,47.77.2,2021,0.25
Торговля розничная прочая в специализированных магазинах,47.78,2021,0.049
Торговля розничная прочая в специализированных магазинах,47.78,2024,0.445
"Торговля розничная непродовольственными товарами, не включенными в другие группировки, в специализированных магазинах",47.78.9,2021,0.049
"Торговля розничная непродовольственными товарами, не включенными в другие группировки, в специализированных магазинах",47.78.9,2024,0.445
"Торговля розничная вне магазинов, палаток, рынков",47.9,2021,0.75
Торговля розничная по почте или по информационно-коммуникационной сети Интернет,47.91,2021,0.75
Деятельность сухопутного транспорта,49,2016,77.7452
Деятельность сухопутного и трубопроводного транспорта,49,2017,143.3271
Деятельность сухопутного и трубопроводного транспорта,49,2018,32.9025
Деятельность сухопутного и трубопроводного транспорта,49,2019,28.1023
Деятельность сухопутного и трубопроводного транспорта,49,2021,110.6342
Деятельность сухопутного и трубопроводного транспорта,49,2022,64.443
Деятельность сухопутного и трубопроводного транспорта,49,2023,309.7233
Деятельность сухопутного и трубопроводного транспорта,49,2024,140.4311
Деятельность железнодорожного транспорта: междугородные и международные пассажирские перевозки,49.1,2019,0.7894
Деятельность железнодорожного транспорта: грузовые перевозки,49.2,2019,2.6364
Деятельность железнодорожного транспорта: грузовые перевозки,49.2,2021,7.2667
Деятельность железнодорожного транспорта: грузовые перевозки,49.2,2022,4.1791
Деятельность железнодорожного транспорта: грузовые перевозки,49.2,2023,180.5419
Деятельность железнодорожного транспорта: грузовые перевозки,49.2,2024,101.3091
Деятельность железнодорожного транспорта: грузовые перевозки,49.20,2021,7.2667
Деятельность железнодорожного транспорта: грузовые перевозки,49.20,2022,4.1791
Деятельность железнодорожного транспорта: грузовые перевозки,49.20,2023,180.5419
Деятельность железнодорожного транспорта: грузовые перевозки,49.20,2024,101.3091
Перевозка прочих грузов,49.20.9,2021,6.5477
Перевозка прочих грузов,49.20.9,2022,4.104100000000001
Перевозка прочих грузов,49.20.9,2023,179.7357
Перевозка прочих грузов,49.20.9,2024,100.4616
Деятельность прочего сухопутного пассажирского транспорта,49.3,2019,6.196
Деятельность прочего сухопутного пассажирского транспорта,49.3,2021,65.1614
Деятельность прочего сухопутного пассажирского транспорта,49.3,2022,4.4377
Деятельность прочего сухопутного пассажирского транспорта,49.3,2023,5.3763000000000005
Деятельность прочего сухопутного пассажирского транспорта,49.3,2024,7.5797
Деятельность сухопутного пассажирского транспорта: перевозки пассажиров в городском и пригородном сообщении,49.31,2021,4.993399999999999
Деятельность сухопутного пассажирского транспорта: перевозки пассажиров в городском и пригородном сообщении,49.31,2022,4.2217
Деятельность сухопутного пассажирского транспорта: перевозки пассажиров в городском и пригородном сообщении,49.31,2023,4.7387
Деятельность сухопутного пассажирского транспорта: перевозки пассажиров в городском и пригородном сообщении,49.31,2024,7.2297
Перевозка пассажиров железнодорожным транспортом в пригородном сообщении,49.31.1,2022,0.2378
Перевозка пассажиров железнодорожным транспортом в пригородном сообщении,49.31.1,2023,1.083
Перевозка пассажиров железнодорожным транспортом в пригородном сообщении,49.31.1,2024,0.8332
Перевозка пассажиров железнодорожным транспортом в пригородном сообщении в регулируемом секторе,49.31.11,2022,0.2378
Перевозка пассажиров железнодорожным транспортом в пригородном сообщении в регулируемом секторе,49.31.11,2023,1.083
Перевозка пассажиров железнодорожным транспортом в пригородном сообщении в регулируемом секторе,49.31.11,2024,0.8332
Регулярные перевозки пассажиров прочим сухопутным транспортом в городском и пригородном сообщении,49.31.2,2021,4.884399999999999
Регулярные перевозки пассажиров прочим сухопутным транспортом в городском и пригородном сообщении,49.31.2,2022,3.9539
Регулярные перевозки пассажиров прочим сухопутным транспортом в городском и пригородном сообщении,49.31.2,2023,3.5827
Регулярные перевозки пассажиров прочим сухопутным транспортом в городском и пригородном сообщении,49.31.2,2024,6.3365
Регулярные перевозки пассажиров автобусами в городском и пригородном сообщении,49.31.21,2021,2.7979000000000003
Регулярные перевозки пассажиров автобусами в городском и пригородном сообщении,49.31.21,2022,0.8272999999999999
Регулярные перевозки пассажиров автобусами в городском и пригородном сообщении,49.31.21,2023,1.0438
Регулярные перевозки пассажиров автобусами в городском и пригородном сообщении,49.31.21,2024,0.9961
Регулярные перевозки пассажиров троллейбусами в городском и пригородном сообщении,49.31.22,2021,0.3473
Регулярные перевозки пассажиров троллейбусами в городском и пригородном сообщении,49.31.22,2023,2.0317
Регулярные перевозки пассажиров троллейбусами в городском и пригородном сообщении,49.31.22,2024,0.2727
Перевозка пассажиров метрополитеном,49.31.24,2024,4.4829
"Деятельность прочего сухопутного пассажирского транспорта, не включенная в другие группировки",49.39,2021,60.168
"Деятельность прочего сухопутного пассажирского транспорта, не включенная в другие группировки",49.39,2022,0.216
"Деятельность прочего сухопутного пассажирского транспорта, не включенная в другие группировки",49.39,2023,0.3533
"Деятельность прочего сухопутного пассажирского транспорта, не включенная в другие группировки",49.39,2024,0.35
Перевозки пассажиров сухопутным транспортом по заказам,49.39.3,2023,0.0573
"Перевозки пассажиров сухопутным транспортом прочие, не включенные в другие группировки",49.39.39,2023,0.0573
Деятельность автомобильного грузового транспорта и услуги по перевозкам,49.4,2019,1.4152
Деятельность автомобильного грузового транспорта и услуги по перевозкам,49.4,2021,3.9752
Деятельность автомобильного грузового транспорта и услуги по перевозкам,49.4,2022,31.4846
Деятельность автомобильного грузового транспорта и услуги по перевозкам,49.4,2023,0.9422
Деятельность автомобильного грузового транспорта и услуги по перевозкам,49.4,2024,0.789
Деятельность автомобильного грузового транспорта,49.41,2021,3.7872
Деятельность автомобильного грузового транспорта,49.41,2022,31.3291
Деятельность автомобильного грузового транспорта,49.41,2023,0.7868999999999999
Деятельность автомобильного грузового транспорта,49.41,2024,0.4617
Перевозка грузов специализированными автотранспортными средствами,49.41.1,2021,3.6112
Перевозка грузов специализированными автотранспортными средствами,49.41.1,2022,1.1531
Перевозка грузов специализированными автотранспортными средствами,49.41.1,2023,0.2658999999999999
Перевозка грузов специализированными автотранспортными средствами,49.41.1,2024,0.1469
Перевозка грузов неспециализированными автотранспортными средствами,49.41.2,2022,30.155
Перевозка грузов неспециализированными автотранспортными средствами,49.41.2,2024,0.3018
Предоставление услуг по перевозкам,49.42,2021,0.188
Предоставление услуг по перевозкам,49.42,2022,0.1555
Предоставление услуг по перевозкам,49.42,2023,0.1553
Предоставление услуг по перевозкам,49.42,2024,0.3273
Деятельность трубопроводного транспорта,49.5,2019,17.0653
Деятельность трубопроводного транспорта,49.5,2021,34.2309
Деятельность трубопроводного транспорта,49.5,2022,24.2916
Деятельность трубопроводного транспорта,49.5,2023,122.8629
Деятельность трубопроводного транспорта,49.5,2024,30.1401
Деятельность трубопроводного транспорта,49.50,2021,34.2309
Деятельность трубопроводного транспорта,49.50,2022,24.2916
Деятельность трубопроводного транспорта,49.50,2023,122.8629
Деятельность трубопроводного транспорта,49.50,2024,30.1401
Транспортирование по трубопроводам нефти и нефтепродуктов,49.50.1,2019,13.1739
Транспортирование по трубопроводам нефти и нефтепродуктов,49.50.1,2021,8.3445
Транспортирование по трубопроводам нефти и нефтепродуктов,49.50.1,2022,6.3089
Транспортирование по трубопроводам нефти и нефтепродуктов,49.50.1,2023,11.4558
Транспортирование по трубопроводам нефти и нефтепродуктов,49.50.1,2024,14.242299999999998
Транспортирование по трубопроводам нефти,49.50.11,2021,8.3445
Транспортирование по трубопроводам нефти,49.50.11,2022,6.3089
Транспортирование по трубопроводам нефти,49.50.11,2023,11.4558
Транспортирование по трубопроводам нефти,49.50.11,2024,14.242299999999998
Транспортирование по трубопроводам газа и продуктов его переработки,49.50.2,2019,3.6996
Транспортирование по трубопроводам газа и продуктов его переработки,49.50.2,2021,25.7743
Транспортирование по трубопроводам газа и продуктов его переработки,49.50.2,2022,17.9827
Транспортирование по трубопроводам газа и продуктов его переработки,49.50.2,2023,111.4071
Транспортирование по трубопроводам газа и продуктов его переработки,49.50.2,2024,15.8978
Транспортирование по трубопроводам газа,49.50.21,2021,25.7743
Транспортирование по трубопроводам газа,49.50.21,2022,17.887700000000002
Транспортирование по трубопроводам газа,49.50.21,2023,111.4071
Транспортирование по трубопроводам газа,49.50.21,2024,15.8978
Деятельность водного транспорта,50,2016,0.424
Деятельность водного транспорта,50,2017,3.4808000000000003
Деятельность водного транспорта,50,2018,1.3245
Деятельность водного транспорта,50,2019,0.2757
Деятельность водного транспорта,50,2021,2.361
Деятельность водного транспорта,50,2022,0.678
Деятельность водного транспорта,50,2023,0.8059
Деятельность водного транспорта,50,2024,1.5897
Деятельность морского грузового транспорта,50.2,2022,0.333
Деятельность морского грузового транспорта,50.2,2023,0.64
Деятельность морского грузового транспорта,50.2,2024,0.3717
Деятельность морского грузового транспорта,50.20,2022,0.333
Деятельность морского грузового транспорта,50.20,2023,0.64
Деятельность морского грузового транспорта,50.20,2024,0.3717
Перевозка сырой нефти морскими судами-танкерами заграничного плавания,50.20.12,2019,0.0
Деятельность внутреннего водного грузового транспорта,50.4,2021,0.641
Деятельность внутреннего водного грузового транспорта,50.4,2023,0.1659
Деятельность внутреннего водного грузового транспорта,50.4,2024,1.218
Деятельность внутреннего водного грузового транспорта,50.40,2021,0.641
Деятельность внутреннего водного грузового транспорта,50.40,2023,0.1659
Деятельность внутреннего водного грузового транспорта,50.40,2024,1.218
Перевозка грузов по внутренним водным путям,50.40.1,2021,0.641
Перевозка грузов по внутренним водным путям,50.40.1,2023,0.1659
Перевозка грузов по внутренним водным путям,50.40.1,2024,1.218
Деятельность воздушного и космического транспорта,51,2016,11.5207
Деятельность воздушного и космического транспорта,51,2017,3.4585
Деятельность воздушного и космического транспорта,51,2018,5.4786
Деятельность воздушного и космического транспорта,51,2019,6.1177
Деятельность воздушного и космического транспорта,51,2021,5.3288
Деятельность воздушного и космического транспорта,51,2022,14.2546
Деятельность воздушного и космического транспорта,51,2023,43.2134
Деятельность воздушного и космического транспорта,51,2024,454.707
Деятельность пассажирского воздушного транспорта,51.1,2021,4.1108
Деятельность пассажирского воздушного транспорта,51.1,2022,14.0146
Деятельность пассажирского воздушного транспорта,51.1,2023,42.8709
Деятельность пассажирского воздушного транспорта,51.1,2024,454.616
Деятельность пассажирского воздушного транспорта,51.10,2021,4.1108
Деятельность пассажирского воздушного транспорта,51.10,2022,14.0146
Деятельность пассажирского воздушного транспорта,51.10,2023,42.8709
Деятельность пассажирского воздушного транспорта,51.10,2024,454.616
"Перевозка воздушным пассажирским транспортом, подчиняющимся расписанию",51.10.1,2021,4.0635
"Перевозка воздушным пассажирским транспортом, подчиняющимся расписанию",51.10.1,2022,1.9746
"Перевозка воздушным пассажирским транспортом, подчиняющимся расписанию",51.10.1,2023,7.4369
"Перевозка воздушным пассажирским транспортом, подчиняющимся расписанию",51.10.1,2024,418.2712
"Перевозка воздушным пассажирским транспортом, не подчиняющимся расписанию",51.10.2,2023,35.434
"Перевозка воздушным пассажирским транспортом, не подчиняющимся расписанию",51.10.2,2024,36.344800000000006
Деятельность грузового воздушного транспорта и космического транспорта,51.2,2021,1.218
Деятельность грузового воздушного транспорта и космического транспорта,51.2,2022,0.24
Деятельность грузового воздушного транспорта и космического транспорта,51.2,2023,0.3425
Деятельность грузового воздушного транспорта,51.21,2021,1.218
Деятельность грузового воздушного транспорта,51.21,2022,0.24
Деятельность грузового воздушного транспорта,51.21,2023,0.3425
"Перевозка воздушным грузовым транспортом, не подчиняющимся расписанию",51.21.2,2021,1.0479
"Перевозка воздушным грузовым транспортом, не подчиняющимся расписанию",51.21.2,2022,0.216
"Перевозка воздушным грузовым транспортом, не подчиняющимся расписанию",51.21.2,2023,0.3425
Вспомогательная и дополнительная транспортная деятельность,52,2016,70.31739999999999
Складское хозяйство и вспомогательная транспортная деятельность,52,2017,25.3624
Складское хозяйство и вспомогательная транспортная деятельность,52,2018,22.613
Складское хозяйство и вспомогательная транспортная деятельность,52,2019,43.8603
Складское хозяйство и вспомогательная транспортная деятельность,52,2021,15.2116
Складское хозяйство и вспомогательная транспортная деятельность,52,2022,491.2717
Складское хозяйство и вспомогательная транспортная деятельность,52,2023,30.3975
Складское хозяйство и вспомогательная транспортная деятельность,52,2024,51.1021
Деятельность по складированию и хранению,52.1,2021,1.3174
Деятельность по складированию и хранению,52.1,2022,3.6144
Деятельность по складированию и хранению,52.1,2023,3.2376
Деятельность по складированию и хранению,52.1,2024,1.8819
Деятельность по складированию и хранению,52.10,2021,1.3174
Деятельность по складированию и хранению,52.10,2022,3.6144
Деятельность по складированию и хранению,52.10,2023,3.2376
Деятельность по складированию и хранению,52.10,2024,1.8819
Хранение и складирование замороженных или охлажденных грузов,52.10.1,2022,0.0717
Хранение и складирование нефти и продуктов ее переработки,52.10.11,2019,0.0
Хранение и складирование газа и продуктов его переработки,52.10.12,2019,0.0
Хранение и складирование жидких или газообразных грузов,52.10.2,2022,1.9199
Хранение и складирование жидких или газообразных грузов,52.10.2,2023,1.0439
Хранение и складирование жидких или газообразных грузов,52.10.2,2024,0.9679
Хранение и складирование нефти и продуктов ее переработки,52.10.21,2022,0.6089
Хранение и складирование прочих грузов,52.10.9,2021,0.445
Хранение и складирование прочих грузов,52.10.9,2022,1.1378
Хранение и складирование прочих грузов,52.10.9,2023,2.1487
Хранение и складирование прочих грузов,52.10.9,2024,0.334
Деятельность транспортная вспомогательная,52.2,2019,42.3284
Деятельность транспортная вспомогательная,52.2,2021,13.8942
Деятельность транспортная вспомогательная,52.2,2022,487.6573
Деятельность транспортная вспомогательная,52.2,2023,27.1599
Деятельность транспортная вспомогательная,52.2,2024,49.2202
"Деятельность вспомогательная, связанная с сухопутным транспортом",52.21,2021,1.4944000000000002
"Деятельность вспомогательная, связанная с сухопутным транспортом",52.21,2022,473.8162
"Деятельность вспомогательная, связанная с сухопутным транспортом",52.21,2023,2.9501
"Деятельность вспомогательная, связанная с сухопутным транспортом",52.21,2024,7.089300000000001
"Деятельность вспомогательная, связанная с железнодорожным транспортом",52.21.1,2021,0.5825
"Деятельность вспомогательная, связанная с железнодорожным транспортом",52.21.1,2022,469.2986
"Деятельность вспомогательная, связанная с железнодорожным транспортом",52.21.1,2023,0.6297999999999999
"Деятельность вспомогательная, связанная с железнодорожным транспортом",52.21.1,2024,0.8002999999999999
Деятельность железнодорожной инфраструктуры,52.21.13,2021,0.0953
Деятельность железнодорожной инфраструктуры,52.21.13,2022,0.2999
"Деятельность вспомогательная прочая, связанная с железнодорожным транспортом",52.21.19,2021,0.4664
"Деятельность вспомогательная прочая, связанная с железнодорожным транспортом",52.21.19,2022,468.9987
"Деятельность вспомогательная, связанная с автомобильным транспортом",52.21.2,2021,0.9059
"Деятельность вспомогательная, связанная с автомобильным транспортом",52.21.2,2022,4.3263
"Деятельность вспомогательная, связанная с автомобильным транспортом",52.21.2,2023,1.9356
"Деятельность вспомогательная, связанная с автомобильным транспортом",52.21.2,2024,5.7083
Деятельность по эксплуатации автомобильных дорог и автомагистралей,52.21.22,2021,0.547
Деятельность по эксплуатации автомобильных дорог и автомагистралей,52.21.22,2022,2.8255
Деятельность по эксплуатации автомобильных дорог и автомагистралей,52.21.22,2023,0.495
Деятельность по эксплуатации автомобильных дорог и автомагистралей,52.21.22,2024,4.284
