sector,okved2,year,ITcosts_s
Регулярные перевозки пассажиров автобусами в междугородном сообщении,49.39.11,2021,50.5655
Регулярные перевозки пассажиров автобусами в междугородном сообщении,49.39.11,2022,24.0735
Регулярные перевозки пассажиров автобусами в междугородном сообщении,49.39.11,2023,25.4175
Регулярные перевозки пассажиров автобусами в междугородном сообщении,49.39.11,2024,28.2852
Регулярные перевозки пассажиров автобусами в международном сообщении,49.39.12,2023,6.211600000000001
Специальные перевозки (для собственных нужд) автобусами,49.39.13,2022,0.3813999999999999
Специальные перевозки (для собственных нужд) автобусами,49.39.13,2023,2.4128000000000003
"Перевозка пассажиров фуникулерами, подвесными канатными дорогами и лыжными подъемниками, не являющимися частью внутригородской, пригородной или городской и пригородной транспортных систем",49.39.2,2021,20.9429
"Перевозка пассажиров фуникулерами, подвесными канатными дорогами и лыжными подъемниками, не являющимися частью внутригородской, пригородной или городской и пригородной транспортных систем",49.39.2,2022,34.3176
"Перевозка пассажиров фуникулерами, подвесными канатными дорогами и лыжными подъемниками, не являющимися частью внутригородской, пригородной или городской и пригородной транспортных систем",49.39.2,2023,54.6654
"Перевозка пассажиров фуникулерами, подвесными канатными дорогами и лыжными подъемниками, не являющимися частью внутригородской, пригородной или городской и пригородной транспортных систем",49.39.2,2024,105.7664
Перевозки пассажиров сухопутным транспортом по заказам,49.39.3,2021,200.2019
Перевозки пассажиров сухопутным транспортом по заказам,49.39.3,2022,1288.1091
Перевозки пассажиров сухопутным транспортом по заказам,49.39.3,2023,706.3053000000001
Перевозки пассажиров сухопутным транспортом по заказам,49.39.3,2024,386.8085
Перевозки пассажиров арендованными автобусами с водителем,49.39.31,2021,2.1924
Перевозки пассажиров арендованными автобусами с водителем,49.39.31,2022,2.8472
Перевозки пассажиров арендованными автобусами с водителем,49.39.31,2023,0.8763
"Перевозка пассажиров автобусами в городском и пригородном сообщении по заказам, за исключением перевозки арендованными автобусами с водителем и по туристическим или экскурсионным маршрутам",49.39.33,2021,0.7827999999999999
"Перевозка пассажиров автобусами в городском и пригородном сообщении по заказам, за исключением перевозки арендованными автобусами с водителем и по туристическим или экскурсионным маршрутам",49.39.33,2022,284.93420000000003
"Перевозка пассажиров автобусами в городском и пригородном сообщении по заказам, за исключением перевозки арендованными автобусами с водителем и по туристическим или экскурсионным маршрутам",49.39.33,2023,407.7637
"Перевозки пассажиров сухопутным транспортом прочие, не включенные в другие группировки",49.39.39,2021,192.9586
"Перевозки пассажиров сухопутным транспортом прочие, не включенные в другие группировки",49.39.39,2022,994.9461
"Перевозки пассажиров сухопутным транспортом прочие, не включенные в другие группировки",49.39.39,2023,293.7654
"Перевозки пассажиров сухопутным транспортом прочие, не включенные в другие группировки",49.39.39,2024,380.2378
Деятельность автомобильного грузового транспорта и услуги по перевозкам,49.4,2019,2203.2324
Деятельность автомобильного грузового транспорта и услуги по перевозкам,49.4,2021,3879.2294
Деятельность автомобильного грузового транспорта и услуги по перевозкам,49.4,2022,4295.41
Деятельность автомобильного грузового транспорта и услуги по перевозкам,49.4,2023,3429.8399
Деятельность автомобильного грузового транспорта и услуги по перевозкам,49.4,2024,3793.8513
Деятельность автомобильного грузового транспорта,49.41,2021,3516.2131
Деятельность автомобильного грузового транспорта,49.41,2022,3993.6174
Деятельность автомобильного грузового транспорта,49.41,2023,2816.0119
Деятельность автомобильного грузового транспорта,49.41,2024,3579.7548
Перевозка грузов специализированными автотранспортными средствами,49.41.1,2021,2035.3909
Перевозка грузов специализированными автотранспортными средствами,49.41.1,2022,893.382
Перевозка грузов специализированными автотранспортными средствами,49.41.1,2023,1358.2878
Перевозка грузов специализированными автотранспортными средствами,49.41.1,2024,1947.4188
Перевозка грузов неспециализированными автотранспортными средствами,49.41.2,2021,1277.5742
Перевозка грузов неспециализированными автотранспортными средствами,49.41.2,2022,2937.4286
Перевозка грузов неспециализированными автотранспортными средствами,49.41.2,2023,943.1851
Перевозка грузов неспециализированными автотранспортными средствами,49.41.2,2024,1204.8687
Аренда грузового автомобильного транспорта с водителем,49.41.3,2021,20.7279
Аренда грузового автомобильного транспорта с водителем,49.41.3,2022,15.6053
Аренда грузового автомобильного транспорта с водителем,49.41.3,2023,212.2455
Аренда грузового автомобильного транспорта с водителем,49.41.3,2024,49.4087
Предоставление услуг по перевозкам,49.42,2021,363.0163
Предоставление услуг по перевозкам,49.42,2022,301.7926
Предоставление услуг по перевозкам,49.42,2023,613.828
Предоставление услуг по перевозкам,49.42,2024,214.0965
Деятельность трубопроводного транспорта,49.5,2019,32089.1648
Деятельность трубопроводного транспорта,49.5,2021,39929.4504
Деятельность трубопроводного транспорта,49.5,2022,42526.6341
Деятельность трубопроводного транспорта,49.5,2023,54759.2
Деятельность трубопроводного транспорта,49.5,2024,43727.7345
Деятельность трубопроводного транспорта,49.50,2021,39929.4504
Деятельность трубопроводного транспорта,49.50,2022,42526.6341
Деятельность трубопроводного транспорта,49.50,2023,54759.2
Деятельность трубопроводного транспорта,49.50,2024,43727.7345
Транспортирование по трубопроводам нефти и нефтепродуктов,49.50.1,2019,22878.656
Транспортирование по трубопроводам нефти и нефтепродуктов,49.50.1,2021,27608.1957
Транспортирование по трубопроводам нефти и нефтепродуктов,49.50.1,2022,27895.246300000003
Транспортирование по трубопроводам нефти и нефтепродуктов,49.50.1,2023,32459.0651
Транспортирование по трубопроводам нефти и нефтепродуктов,49.50.1,2024,22840.6188
Транспортирование по трубопроводам нефти,49.50.11,2021,27331.0297
Транспортирование по трубопроводам нефти,49.50.11,2022,27847.6869
Транспортирование по трубопроводам нефти,49.50.11,2023,32398.8971
Транспортирование по трубопроводам нефти,49.50.11,2024,22779.3985
Транспортирование по трубопроводам газа и продуктов его переработки,49.50.2,2019,9203.0416
Транспортирование по трубопроводам газа и продуктов его переработки,49.50.2,2021,12313.9602
Транспортирование по трубопроводам газа и продуктов его переработки,49.50.2,2022,14626.517
Транспортирование по трубопроводам газа и продуктов его переработки,49.50.2,2023,22293.5767
Транспортирование по трубопроводам газа и продуктов его переработки,49.50.2,2024,20848.1643
Транспортирование по трубопроводам газа,49.50.21,2021,12277.1657
Транспортирование по трубопроводам газа,49.50.21,2022,14555.3229
Транспортирование по трубопроводам газа,49.50.21,2023,22239.250600000003
Транспортирование по трубопроводам газа,49.50.21,2024,20795.6782
Сухопутная конвейерная транспортировка угля,49.50.3,2021,7.2945
Деятельность трубопроводного транспорта прочая,49.50.9,2023,5.763199999999999
Деятельность трубопроводного транспорта прочая,49.50.9,2024,14.3894
Деятельность водного транспорта,50,2016,524.2647000000001
Деятельность водного транспорта,50,2017,15441.6186
Деятельность водного транспорта,50,2018,1483.2619
Деятельность водного транспорта,50,2019,747.8029
Деятельность водного транспорта,50,2021,1257.1686000000002
Деятельность водного транспорта,50,2022,1120.9953
Деятельность водного транспорта,50,2023,2243.9759
Деятельность водного транспорта,50,2024,2158.8381
Деятельность морского пассажирского транспорта,50.1,2021,10.41
Деятельность морского пассажирского транспорта,50.1,2022,15.9065
Деятельность морского пассажирского транспорта,50.1,2023,20.3938
Деятельность морского пассажирского транспорта,50.1,2024,17.274
Деятельность морского пассажирского транспорта,50.10,2021,10.41
Деятельность морского пассажирского транспорта,50.10,2022,15.9065
Деятельность морского пассажирского транспорта,50.10,2023,20.3938
Деятельность морского пассажирского транспорта,50.10,2024,17.274
Деятельность морского грузового транспорта,50.2,2021,520.0545
Деятельность морского грузового транспорта,50.2,2022,467.5731
Деятельность морского грузового транспорта,50.2,2023,1561.9386000000002
Деятельность морского грузового транспорта,50.2,2024,1308.3323
Деятельность морского грузового транспорта,50.20,2021,520.0545
Деятельность морского грузового транспорта,50.20,2022,467.5731
Деятельность морского грузового транспорта,50.20,2023,1561.9386000000002
Деятельность морского грузового транспорта,50.20,2024,1308.3323
Перевозка грузов морскими судами заграничного плавания,50.20.1,2021,130.9066
Перевозка грузов морскими судами заграничного плавания,50.20.1,2022,161.0687
Перевозка грузов морскими судами заграничного плавания,50.20.1,2023,255.2718
Перевозка грузов морскими судами заграничного плавания,50.20.1,2024,333.8232
Перевозка замороженных или охлажденных грузов судами-рефрижераторами заграничного плавания,50.20.11,2021,6.8569
Перевозка замороженных или охлажденных грузов судами-рефрижераторами заграничного плавания,50.20.11,2022,74.6719
Перевозка замороженных или охлажденных грузов судами-рефрижераторами заграничного плавания,50.20.11,2023,112.3507
Перевозка замороженных или охлажденных грузов судами-рефрижераторами заграничного плавания,50.20.11,2024,62.3542
Перевозка сырой нефти морскими судами-танкерами заграничного плавания,50.20.12,2019,3.9471
Перевозка нефти морскими судами-танкерами заграничного плавания,50.20.12,2021,12.8817
Перевозка нефти морскими судами-танкерами заграничного плавания,50.20.12,2024,6.918
Перевозка сухих сыпучих грузов морскими судами заграничного плавания,50.20.15,2021,41.1608
Перевозка сухих сыпучих грузов морскими судами заграничного плавания,50.20.15,2022,58.6885
Перевозка сухих сыпучих грузов морскими судами заграничного плавания,50.20.15,2023,108.8451
Перевозка сухих сыпучих грузов морскими судами заграничного плавания,50.20.15,2024,190.0457
Перевозка прочих грузов морскими судами заграничного плавания,50.20.19,2021,50.8162
Перевозка прочих грузов морскими судами заграничного плавания,50.20.19,2022,26.404
Перевозка прочих грузов морскими судами заграничного плавания,50.20.19,2023,30.9068
Перевозка прочих грузов морскими судами заграничного плавания,50.20.19,2024,48.6895
Перевозка грузов морскими судами каботажного плавания,50.20.2,2021,194.2902
Перевозка грузов морскими судами каботажного плавания,50.20.2,2022,148.44910000000002
Перевозка грузов морскими судами каботажного плавания,50.20.2,2023,275.1308
Перевозка грузов морскими судами каботажного плавания,50.20.2,2024,530.912
Перевозка нефти морскими судами-танкерами каботажного плавания,50.20.22,2022,1.3674000000000002
Перевозка нефти морскими судами-танкерами каботажного плавания,50.20.22,2023,0.9702
Перевозка прочих жидкостей или газов морскими судами-танкерами каботажного плавания,50.20.23,2021,91.5395
Перевозка прочих жидкостей или газов морскими судами-танкерами каботажного плавания,50.20.23,2022,60.1033
Перевозка прочих жидкостей или газов морскими судами-танкерами каботажного плавания,50.20.23,2023,110.3021
Перевозка контейнерных грузов судами-контейнеровозами каботажного плавания,50.20.24,2021,1.0437
Перевозка контейнерных грузов судами-контейнеровозами каботажного плавания,50.20.24,2023,1.4855
Перевозка прочих грузов морскими судами каботажного плавания,50.20.29,2021,97.6743
Перевозка прочих грузов морскими судами каботажного плавания,50.20.29,2022,84.5065
Перевозка прочих грузов морскими судами каботажного плавания,50.20.29,2023,161.4332
Перевозка прочих грузов морскими судами каботажного плавания,50.20.29,2024,402.6692
Аренда морских судов заграничного и каботажного плавания для перевозки грузов с экипажем,50.20.3,2021,65.0672
Аренда морских судов заграничного и каботажного плавания для перевозки грузов с экипажем,50.20.3,2022,86.48039999999999
Аренда морских судов заграничного и каботажного плавания для перевозки грузов с экипажем,50.20.3,2023,143.2413
Аренда морских судов заграничного и каботажного плавания для перевозки грузов с экипажем,50.20.3,2024,208.7387
Аренда морских судов заграничного плавания для перевозки грузов с экипажем,50.20.31,2021,53.0298
Аренда морских судов заграничного плавания для перевозки грузов с экипажем,50.20.31,2022,13.7916
Аренда морских судов заграничного плавания для перевозки грузов с экипажем,50.20.31,2023,42.2061
Аренда морских судов заграничного плавания для перевозки грузов с экипажем,50.20.31,2024,39.8417
Аренда морских судов каботажного плавания для перевозки грузов с экипажем,50.20.32,2021,11.9874
Аренда морских судов каботажного плавания для перевозки грузов с экипажем,50.20.32,2022,72.51780000000001
Аренда морских судов каботажного плавания для перевозки грузов с экипажем,50.20.32,2023,100.4892
Аренда морских судов каботажного плавания для перевозки грузов с экипажем,50.20.32,2024,167.52020000000002
"Буксировка и маневровые услуги, оказываемые судами заграничного и каботажного плавания",50.20.4,2021,5.3268
"Буксировка и маневровые услуги, оказываемые судами заграничного и каботажного плавания",50.20.4,2022,11.2215
"Буксировка и маневровые услуги, оказываемые судами заграничного и каботажного плавания",50.20.4,2023,22.7151
"Буксировка и маневровые услуги, оказываемые судами заграничного и каботажного плавания",50.20.4,2024,45.0161
Буксировка судами заграничного и каботажного плавания,50.20.41,2022,9.8626
Буксировка судами заграничного и каботажного плавания,50.20.41,2023,19.6503
Буксировка судами заграничного и каботажного плавания,50.20.41,2024,27.1421
Деятельность по оказанию маневровых услуг судами заграничного и каботажного плавания,50.20.42,2021,2.1799
Деятельность по оказанию маневровых услуг судами заграничного и каботажного плавания,50.20.42,2022,1.3589
Деятельность по оказанию маневровых услуг судами заграничного и каботажного плавания,50.20.42,2023,3.0648
Деятельность внутреннего водного пассажирского транспорта,50.3,2021,13.4593
Деятельность внутреннего водного пассажирского транспорта,50.3,2022,17.4322
Деятельность внутреннего водного пассажирского транспорта,50.3,2023,14.552700000000002
Деятельность внутреннего водного пассажирского транспорта,50.3,2024,54.5449
Деятельность внутреннего водного пассажирского транспорта,50.30,2021,13.4593
Деятельность внутреннего водного пассажирского транспорта,50.30,2022,17.4322
Деятельность внутреннего водного пассажирского транспорта,50.30,2023,14.552700000000002
Деятельность внутреннего водного пассажирского транспорта,50.30,2024,54.5449
Перевозка пассажиров по внутренним водным путям,50.30.1,2021,13.0776
Перевозка пассажиров по внутренним водным путям,50.30.1,2022,17.1251
Перевозка пассажиров по внутренним водным путям,50.30.1,2023,13.6289
Перевозка пассажиров по внутренним водным путям,50.30.1,2024,46.8429
Аренда судов внутреннего водного транспорта для перевозки пассажиров с экипажем,50.30.2,2024,0.176
Деятельность внутреннего водного грузового транспорта,50.4,2021,713.2448
Деятельность внутреннего водного грузового транспорта,50.4,2022,620.0835
Деятельность внутреннего водного грузового транспорта,50.4,2023,647.0908000000001
Деятельность внутреннего водного грузового транспорта,50.4,2024,778.6869
Деятельность внутреннего водного грузового транспорта,50.40,2021,713.2448
Деятельность внутреннего водного грузового транспорта,50.40,2022,620.0835
Деятельность внутреннего водного грузового транспорта,50.40,2023,647.0908000000001
Деятельность внутреннего водного грузового транспорта,50.40,2024,778.6869
Перевозка грузов по внутренним водным путям,50.40.1,2021,595.9920999999999
Перевозка грузов по внутренним водным путям,50.40.1,2022,598.7527
Перевозка грузов по внутренним водным путям,50.40.1,2023,633.8837
Перевозка грузов по внутренним водным путям,50.40.1,2024,756.4300999999999
Буксировка и маневровые услуги на внутренних водных путях,50.40.2,2021,82.3972
Буксировка и маневровые услуги на внутренних водных путях,50.40.2,2022,11.7881
Буксировка и маневровые услуги на внутренних водных путях,50.40.2,2023,4.3625
Буксировка и маневровые услуги на внутренних водных путях,50.40.2,2024,4.299600000000001
Аренда судов внутреннего водного транспорта для перевозки грузов с экипажем,50.40.3,2021,26.0002
Аренда судов внутреннего водного транспорта для перевозки грузов с экипажем,50.40.3,2022,1.0328
Аренда судов внутреннего водного транспорта для перевозки грузов с экипажем,50.40.3,2023,1.1096
Аренда судов внутреннего водного транспорта для перевозки грузов с экипажем,50.40.3,2024,1.436
Деятельность воздушного и космического транспорта,51,2016,12051.5629
Деятельность воздушного и космического транспорта,51,2017,13343.4352
Деятельность воздушного и космического транспорта,51,2018,17796.6045
Деятельность воздушного и космического транспорта,51,2019,16299.5767
Деятельность воздушного и космического транспорта,51,2021,29118.2991
Деятельность воздушного и космического транспорта,51,2022,24351.5633
Деятельность воздушного и космического транспорта,51,2023,22535.8401
Деятельность воздушного и космического транспорта,51,2024,31159.2577
Деятельность пассажирского воздушного транспорта,51.1,2021,28566.6041
Деятельность пассажирского воздушного транспорта,51.1,2022,23693.4981
Деятельность пассажирского воздушного транспорта,51.1,2023,22155.4898
Деятельность пассажирского воздушного транспорта,51.1,2024,30970.1221
Деятельность пассажирского воздушного транспорта,51.10,2021,28566.6041
Деятельность пассажирского воздушного транспорта,51.10,2022,23693.4981
Деятельность пассажирского воздушного транспорта,51.10,2023,22155.4898
Деятельность пассажирского воздушного транспорта,51.10,2024,30970.1221
"Перевозка воздушным пассажирским транспортом, подчиняющимся расписанию",51.10.1,2021,19529.4691
"Перевозка воздушным пассажирским транспортом, подчиняющимся расписанию",51.10.1,2022,22077.2243
"Перевозка воздушным пассажирским транспортом, подчиняющимся расписанию",51.10.1,2023,21504.0606
"Перевозка воздушным пассажирским транспортом, подчиняющимся расписанию",51.10.1,2024,30258.1771
"Перевозка воздушным пассажирским транспортом, не подчиняющимся расписанию",51.10.2,2021,9031.081
"Перевозка воздушным пассажирским транспортом, не подчиняющимся расписанию",51.10.2,2022,1610.2988
"Перевозка воздушным пассажирским транспортом, не подчиняющимся расписанию",51.10.2,2023,637.3389
"Перевозка воздушным пассажирским транспортом, не подчиняющимся расписанию",51.10.2,2024,711.917
Деятельность грузового воздушного транспорта и космического транспорта,51.2,2021,551.695
Деятельность грузового воздушного транспорта и космического транспорта,51.2,2022,658.0652
Деятельность грузового воздушного транспорта и космического транспорта,51.2,2023,380.3503
Деятельность грузового воздушного транспорта и космического транспорта,51.2,2024,189.1356
Деятельность грузового воздушного транспорта,51.21,2021,439.0025
Деятельность грузового воздушного транспорта,51.21,2022,647.5431
Деятельность грузового воздушного транспорта,51.21,2023,358.0917
Деятельность грузового воздушного транспорта,51.21,2024,156.6586
"Перевозка воздушным грузовым транспортом, подчиняющимся расписанию",51.21.1,2021,51.4553
"Перевозка воздушным грузовым транспортом, подчиняющимся расписанию",51.21.1,2024,21.1639
"Перевозка воздушным грузовым транспортом, не подчиняющимся расписанию",51.21.2,2021,351.5154
"Перевозка воздушным грузовым транспортом, не подчиняющимся расписанию",51.21.2,2022,362.819
"Перевозка воздушным грузовым транспортом, не подчиняющимся расписанию",51.21.2,2023,313.284
"Перевозка воздушным грузовым транспортом, не подчиняющимся расписанию",51.21.2,2024,127.4518
Аренда грузовых воздушных судов с экипажем,51.21.3,2021,35.1977
Деятельность космического транспорта,51.22,2021,112.6925
Деятельность космического транспорта,51.22,2022,10.5221
Деятельность космического транспорта,51.22,2023,22.2586
Запуск ракет космического назначения и выведение космических объектов на орбиту,51.22.3,2021,112.6925
Запуск ракет космического назначения и выведение космических объектов на орбиту,51.22.3,2022,10.5221
Запуск ракет космического назначения и выведение космических объектов на орбиту,51.22.3,2023,22.2586
Вспомогательная и дополнительная транспортная деятельность,52,2016,25277.3834
Складское хозяйство и вспомогательная транспортная деятельность,52,2017,27999.8032
Складское хозяйство и вспомогательная транспортная деятельность,52,2018,62843.7878
Складское хозяйство и вспомогательная транспортная деятельность,52,2019,25391.9323
Складское хозяйство и вспомогательная транспортная деятельность,52,2021,76937.3998
Складское хозяйство и вспомогательная транспортная деятельность,52,2022,69631.14
Складское хозяйство и вспомогательная транспортная деятельность,52,2023,43224.0081
Складское хозяйство и вспомогательная транспортная деятельность,52,2024,54589.042700000005
Деятельность по складированию и хранению,52.1,2021,5689.960599999999
Деятельность по складированию и хранению,52.1,2022,3734.5217
Деятельность по складированию и хранению,52.1,2023,9129.161
Деятельность по складированию и хранению,52.1,2024,13129.7755
Деятельность по складированию и хранению,52.10,2021,5689.960599999999
Деятельность по складированию и хранению,52.10,2022,3734.5217
Деятельность по складированию и хранению,52.10,2023,9129.161
Деятельность по складированию и хранению,52.10,2024,13129.7755
Хранение и складирование замороженных или охлажденных грузов,52.10.1,2021,39.7056
Хранение и складирование замороженных или охлажденных грузов,52.10.1,2022,292.31609999999995
Хранение и складирование замороженных или охлажденных грузов,52.10.1,2023,5733.6422
Хранение и складирование замороженных или охлажденных грузов,52.10.1,2024,6321.3193
Хранение и складирование нефти и продуктов ее переработки,52.10.11,2019,217.5664
Хранение и складирование газа и продуктов его переработки,52.10.12,2019,1137.1176
Хранение и складирование жидких или газообразных грузов,52.10.2,2021,3140.5132000000003
Хранение и складирование жидких или газообразных грузов,52.10.2,2022,1638.2597
Хранение и складирование жидких или газообразных грузов,52.10.2,2023,2186.5053
Хранение и складирование жидких или газообразных грузов,52.10.2,2024,2807.578
Хранение и складирование нефти и продуктов ее переработки,52.10.21,2021,1721.4996999999998
Хранение и складирование нефти и продуктов ее переработки,52.10.21,2022,213.9526
Хранение и складирование нефти и продуктов ее переработки,52.10.21,2023,405.3072
Хранение и складирование нефти и продуктов ее переработки,52.10.21,2024,277.087
Хранение и складирование газа и продуктов его переработки,52.10.22,2021,1411.4032
Хранение и складирование газа и продуктов его переработки,52.10.22,2022,1399.5611
Хранение и складирование газа и продуктов его переработки,52.10.22,2023,1729.9021
Хранение и складирование газа и продуктов его переработки,52.10.22,2024,2504.011
Хранение и складирование прочих жидких или газообразных грузов,52.10.23,2021,7.6093
Хранение и складирование прочих жидких или газообразных грузов,52.10.23,2022,24.611
Хранение и складирование прочих жидких или газообразных грузов,52.10.23,2023,51.161
Хранение и складирование прочих жидких или газообразных грузов,52.10.23,2024,26.48
Хранение и складирование зерна,52.10.3,2021,94.8777
Хранение и складирование зерна,52.10.3,2022,123.0397
Хранение и складирование зерна,52.10.3,2023,128.2606
Хранение и складирование зерна,52.10.3,2024,168.1741
Хранение ядерных материалов и радиоактивных веществ,52.10.4,2021,4.2207
Хранение ядерных материалов и радиоактивных веществ,52.10.4,2022,2.1486
Хранение ядерных материалов и радиоактивных веществ,52.10.4,2023,2.2121
Хранение ядерных материалов и радиоактивных веществ,52.10.4,2024,2.4682
Хранение и складирование прочих грузов,52.10.9,2021,2222.496
Хранение и складирование прочих грузов,52.10.9,2022,1578.773
Хранение и складирование прочих грузов,52.10.9,2023,1001.0103
Хранение и складирование прочих грузов,52.10.9,2024,3297.1354
Деятельность транспортная вспомогательная,52.2,2019,22427.0426
Деятельность транспортная вспомогательная,52.2,2021,71247.43920000001
Деятельность транспортная вспомогательная,52.2,2022,65896.6183
Деятельность транспортная вспомогательная,52.2,2023,34094.8471
Деятельность транспортная вспомогательная,52.2,2024,41459.2672
"Деятельность вспомогательная, связанная с сухопутным транспортом",52.21,2021,3770.8175
"Деятельность вспомогательная, связанная с сухопутным транспортом",52.21,2022,16666.368599999998
"Деятельность вспомогательная, связанная с сухопутным транспортом",52.21,2023,11433.9154
"Деятельность вспомогательная, связанная с сухопутным транспортом",52.21,2024,12101.4304
"Деятельность вспомогательная, связанная с железнодорожным транспортом",52.21.1,2021,1463.3366
"Деятельность вспомогательная, связанная с железнодорожным транспортом",52.21.1,2022,13108.4477
"Деятельность вспомогательная, связанная с железнодорожным транспортом",52.21.1,2023,1538.8035
"Деятельность вспомогательная, связанная с железнодорожным транспортом",52.21.1,2024,5038.9164
Предоставление железнодорожных маневровых или буксировочных услуг,52.21.11,2021,69.8577
Предоставление железнодорожных маневровых или буксировочных услуг,52.21.11,2022,69.22
Предоставление железнодорожных маневровых или буксировочных услуг,52.21.11,2023,70.7741
Предоставление железнодорожных маневровых или буксировочных услуг,52.21.11,2024,75.57
Деятельность железнодорожных пассажирских вокзалов и грузовых терминалов,52.21.12,2021,76.3028
Деятельность железнодорожных пассажирских вокзалов и грузовых терминалов,52.21.12,2022,15.4053
Деятельность железнодорожной инфраструктуры,52.21.13,2021,204.6174
Деятельность железнодорожной инфраструктуры,52.21.13,2022,293.3178
Деятельность железнодорожной инфраструктуры,52.21.13,2023,173.1854
Деятельность железнодорожной инфраструктуры,52.21.13,2024,81.0855
"Деятельность вспомогательная прочая, связанная с железнодорожным транспортом",52.21.19,2021,1043.5961
"Деятельность вспомогательная прочая, связанная с железнодорожным транспортом",52.21.19,2022,12668.3582
"Деятельность вспомогательная прочая, связанная с железнодорожным транспортом",52.21.19,2023,1285.338
"Деятельность вспомогательная прочая, связанная с железнодорожным транспортом",52.21.19,2024,4881.449
"Деятельность вспомогательная, связанная с автомобильным транспортом",52.21.2,2021,2221.0277
"Деятельность вспомогательная, связанная с автомобильным транспортом",52.21.2,2022,3151.6722
"Деятельность вспомогательная, связанная с автомобильным транспортом",52.21.2,2023,9247.4971
"Деятельность вспомогательная, связанная с автомобильным транспортом",52.21.2,2024,6440.5357
Деятельность автовокзалов и автостанций,52.21.21,2021,124.3264
Деятельность автовокзалов и автостанций,52.21.21,2022,144.0662
Деятельность автовокзалов и автостанций,52.21.21,2023,163.8944
Деятельность автовокзалов и автостанций,52.21.21,2024,136.4679
Деятельность по эксплуатации автомобильных дорог и автомагистралей,52.21.22,2021,1657.1707
Деятельность по эксплуатации автомобильных дорог и автомагистралей,52.21.22,2022,2340.3971
Деятельность по эксплуатации автомобильных дорог и автомагистралей,52.21.22,2023,2374.4322
Деятельность по эксплуатации автомобильных дорог и автомагистралей,52.21.22,2024,2561.022
