sector,okved2,year,AIusage_s
Выращивание сахарной свеклы и семян сахарной свеклы,01.13.5,2023.0,1.0
Выращивание сахарной свеклы и семян сахарной свеклы,01.13.5,2024.0,2.0
Выращивание сахарной свеклы и семян сахарной свеклы,01.13.5,2025.0,3.0
Выращивание сахарной свеклы,01.13.51,2022.0,1.0
Выращивание грибов и трюфелей,01.13.6,2022.0,3.0
Выращивание прочих однолетних культур,01.19,2022.0,3.0
Выращивание прочих однолетних культур,01.19,2024.0,1.0
Выращивание прочих однолетних культур,01.19,2025.0,1.0
Цветоводство,01.19.2,2022.0,3.0
Выращивание многолетних культур,01.2,2021.0,8.0
Выращивание многолетних культур,01.2,2022.0,14.0
Выращивание многолетних культур,01.2,2023.0,6.0
Выращивание многолетних культур,01.2,2024.0,6.0
Выращивание многолетних культур,01.2,2025.0,8.0
Выращивание винограда,01.21,2021.0,4.0
Выращивание винограда,01.21,2022.0,7.0
Выращивание винограда,01.21,2024.0,1.0
Выращивание винограда,01.21,2025.0,2.0
Выращивание семечковых и косточковых культур,01.24,2021.0,1.0
Выращивание семечковых и косточковых культур,01.24,2022.0,4.0
Выращивание семечковых и косточковых культур,01.24,2023.0,4.0
Выращивание семечковых и косточковых культур,01.24,2024.0,4.0
Выращивание семечковых и косточковых культур,01.24,2025.0,3.0
"Выращивание прочих плодовых деревьев, кустарников и орехов",01.25,2021.0,1.0
"Выращивание прочих плодовых деревьев, кустарников и орехов",01.25,2022.0,2.0
"Выращивание прочих плодовых деревьев, кустарников и орехов",01.25,2023.0,2.0
"Выращивание прочих плодовых деревьев, кустарников и орехов",01.25,2024.0,1.0
"Выращивание прочих плодовых деревьев, кустарников и орехов",01.25,2025.0,3.0
Выращивание прочих плодовых и ягодных культур,01.25.1,2021.0,1.0
Выращивание прочих плодовых и ягодных культур,01.25.1,2022.0,2.0
Выращивание прочих плодовых и ягодных культур,01.25.1,2023.0,2.0
Выращивание прочих плодовых и ягодных культур,01.25.1,2024.0,1.0
Выращивание прочих плодовых и ягодных культур,01.25.1,2025.0,2.0
Выращивание прочих многолетних культур,01.29,2021.0,2.0
Выращивание прочих многолетних культур,01.29,2022.0,1.0
Животноводство,01.4,2021.0,84.0
Животноводство,01.4,2022.0,116.0
Животноводство,01.4,2023.0,59.0
Животноводство,01.4,2024.0,44.0
Животноводство,01.4,2025.0,43.0
"Разведение молочного крупного рогатого скота, производство сырого молока",01.41,2021.0,39.0
"Разведение молочного крупного рогатого скота, производство сырого молока",01.41,2022.0,70.0
"Разведение молочного крупного рогатого скота, производство сырого молока",01.41,2023.0,34.0
"Разведение молочного крупного рогатого скота, производство сырого молока",01.41,2024.0,17.0
"Разведение молочного крупного рогатого скота, производство сырого молока",01.41,2025.0,14.0
Разведение молочного крупного рогатого скота,01.41.1,2021.0,19.0
Разведение молочного крупного рогатого скота,01.41.1,2022.0,31.0
Разведение молочного крупного рогатого скота,01.41.1,2023.0,17.0
Разведение молочного крупного рогатого скота,01.41.1,2024.0,8.0
Разведение молочного крупного рогатого скота,01.41.1,2025.0,8.0
"Разведение молочного крупного рогатого скота, кроме племенного",01.41.11,2021.0,13.0
"Разведение молочного крупного рогатого скота, кроме племенного",01.41.11,2022.0,19.0
"Разведение молочного крупного рогатого скота, кроме племенного",01.41.11,2023.0,9.0
"Разведение молочного крупного рогатого скота, кроме племенного",01.41.11,2024.0,3.0
"Разведение молочного крупного рогатого скота, кроме племенного",01.41.11,2025.0,3.0
Разведение племенного молочного крупного рогатого скота,01.41.12,2021.0,6.0
Разведение племенного молочного крупного рогатого скота,01.41.12,2022.0,12.0
Разведение племенного молочного крупного рогатого скота,01.41.12,2023.0,8.0
Разведение племенного молочного крупного рогатого скота,01.41.12,2024.0,5.0
Разведение племенного молочного крупного рогатого скота,01.41.12,2025.0,5.0
"Производство сырого коровьего молока и сырого молока прочего крупного рогатого скота (буйволов, яков и др.)",01.41.2,2021.0,19.0
"Производство сырого коровьего молока и сырого молока прочего крупного рогатого скота (буйволов, яков и др.)",01.41.2,2022.0,31.0
"Производство сырого коровьего молока и сырого молока прочего крупного рогатого скота (буйволов, яков и др.)",01.41.2,2023.0,14.0
"Производство сырого коровьего молока и сырого молока прочего крупного рогатого скота (буйволов, яков и др.)",01.41.2,2024.0,6.0
"Производство сырого коровьего молока и сырого молока прочего крупного рогатого скота (буйволов, яков и др.)",01.41.2,2025.0,3.0
Производство сырого коровьего молока,01.41.21,2021.0,19.0
Производство сырого коровьего молока,01.41.21,2022.0,31.0
Производство сырого коровьего молока,01.41.21,2023.0,14.0
Производство сырого коровьего молока,01.41.21,2024.0,5.0
Производство сырого коровьего молока,01.41.21,2025.0,3.0
"Производство сырого молока прочего крупного рогатого скота (буйволов, яков и др.)",01.41.29,2024.0,1.0
"Разведение прочих пород крупного рогатого скота и буйволов, производство спермы",01.42,2021.0,19.0
"Разведение прочих пород крупного рогатого скота и буйволов, производство спермы",01.42,2022.0,5.0
"Разведение прочих пород крупного рогатого скота и буйволов, производство спермы",01.42,2023.0,2.0
"Разведение прочих пород крупного рогатого скота и буйволов, производство спермы",01.42,2024.0,3.0
"Разведение прочих пород крупного рогатого скота и буйволов, производство спермы",01.42,2025.0,4.0
"Разведение мясного и прочего крупного рогатого скота, включая буйволов, яков и др.",01.42.1,2021.0,19.0
"Разведение мясного и прочего крупного рогатого скота, включая буйволов, яков и др.",01.42.1,2022.0,4.0
"Разведение мясного и прочего крупного рогатого скота, включая буйволов, яков и др.",01.42.1,2023.0,2.0
"Разведение мясного и прочего крупного рогатого скота, включая буйволов, яков и др.",01.42.1,2024.0,2.0
"Разведение мясного и прочего крупного рогатого скота, включая буйволов, яков и др.",01.42.1,2025.0,3.0
"Разведение мясного и прочего крупного рогатого скота, включая буйволов, яков и др., на мясо",01.42.11,2021.0,9.0
"Разведение мясного и прочего крупного рогатого скота, включая буйволов, яков и др., на мясо",01.42.11,2022.0,2.0
"Разведение мясного и прочего крупного рогатого скота, включая буйволов, яков и др., на мясо",01.42.11,2023.0,1.0
"Разведение мясного и прочего крупного рогатого скота, включая буйволов, яков и др., на мясо",01.42.11,2024.0,1.0
"Разведение мясного и прочего крупного рогатого скота, включая буйволов, яков и др., на мясо",01.42.11,2025.0,2.0
"Разведение племенного мясного и прочего крупного рогатого скота, включая буйволов, яков и др.",01.42.12,2021.0,1.0
"Производство бычьей спермы, а также спермы буйволов, яков и др.",01.42.2,2022.0,1.0
"Производство бычьей спермы, а также спермы буйволов, яков и др.",01.42.2,2024.0,1.0
"Производство бычьей спермы, а также спермы буйволов, яков и др.",01.42.2,2025.0,1.0
Разведение лошадей и прочих животных семейства лошадиных отряда непарнокопытных,01.43,2021.0,1.0
Разведение лошадей и прочих животных семейства лошадиных отряда непарнокопытных,01.43,2022.0,1.0
Разведение лошадей и прочих животных семейства лошадиных отряда непарнокопытных,01.43,2023.0,1.0
"Разведение лошадей, ослов, мулов, лошаков",01.43.1,2021.0,1.0
"Разведение лошадей, ослов, мулов, лошаков",01.43.1,2022.0,1.0
"Разведение лошадей, ослов, мулов, лошаков",01.43.1,2023.0,1.0
Разведение овец и коз,01.45,2021.0,2.0
Разведение овец и коз,01.45,2024.0,1.0
Разведение овец и коз,01.45,2025.0,1.0
Разведение овец и коз,01.45.1,2021.0,1.0
Разведение овец и коз,01.45.1,2022.0,1.0
Разведение овец и коз,01.45.1,2023.0,2.0
Разведение племенных овец и коз,01.45.4,2024.0,1.0
Разведение племенных овец и коз,01.45.4,2025.0,1.0
Разведение свиней,01.46,2021.0,10.0
Разведение свиней,01.46,2022.0,23.0
Разведение свиней,01.46,2023.0,13.0
Разведение свиней,01.46,2024.0,16.0
Разведение свиней,01.46,2025.0,16.0
Выращивание и разведение свиней,01.46.1,2021.0,9.0
Выращивание и разведение свиней,01.46.1,2022.0,21.0
Выращивание и разведение свиней,01.46.1,2023.0,12.0
Выращивание и разведение свиней,01.46.1,2024.0,15.0
Выращивание и разведение свиней,01.46.1,2025.0,13.0
Выращивание свиней на мясо,01.46.11,2021.0,8.0
Выращивание свиней на мясо,01.46.11,2022.0,20.0
Выращивание свиней на мясо,01.46.11,2023.0,12.0
Выращивание свиней на мясо,01.46.11,2024.0,15.0
Выращивание свиней на мясо,01.46.11,2025.0,13.0
Разведение сельскохозяйственной птицы,01.47,2021.0,8.0
Разведение сельскохозяйственной птицы,01.47,2022.0,15.0
Разведение сельскохозяйственной птицы,01.47,2023.0,6.0
Разведение сельскохозяйственной птицы,01.47,2024.0,7.0
Разведение сельскохозяйственной птицы,01.47,2025.0,8.0
"Выращивание и разведение сельскохозяйственной птицы: кур, индеек, уток, гусей и цесарок",01.47.1,2021.0,5.0
