sector,okved2,year,researchers_s
Производство электрического и электронного оборудования для автотранспортных средств,29.31,2025,122.0
Производство прочих комплектующих и принадлежностей для автотранспортных средств,29.32,2024,58.0
Производство прочих комплектующих и принадлежностей для автотранспортных средств,29.32,2025,207.0
"Производство частей и принадлежностей для автотранспортных средств, не включенных в другие группировки",29.32.3,2024,26.0
"Производство частей и принадлежностей для автотранспортных средств, не включенных в другие группировки",29.32.3,2025,207.0
Производство прочих транспортных средств и оборудования,30,2017,11466.0
Производство прочих транспортных средств и оборудования,30,2018,11508.0
Производство прочих транспортных средств и оборудования,30,2019,16448.0
Производство прочих транспортных средств и оборудования,30,2020,19619.0
Производство прочих транспортных средств и оборудования,30,2021,19728.0
Производство прочих транспортных средств и оборудования,30,2022,19067.0
Производство прочих транспортных средств и оборудования,30,2023,20866.0
Производство прочих транспортных средств и оборудования,30,2024,22755.0
Производство прочих транспортных средств и оборудования,30,2025,20073.0
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2017,698.0
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2018,644.0
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2019,612.0
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2020,595.0
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2024,527.0
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2025,652.0
Производство железнодорожных локомотивов и подвижного состава,30.2,2017,1221.0
Производство железнодорожных локомотивов и подвижного состава,30.20,2018,1097.0
Производство железнодорожных локомотивов и подвижного состава,30.20,2019,521.0
Производство железнодорожных локомотивов и подвижного состава,30.20,2020,499.0
Производство железнодорожных локомотивов и подвижного состава,30.20,2021,581.0
Производство железнодорожных локомотивов и подвижного состава,30.20,2022,610.0
Производство железнодорожных локомотивов и подвижного состава,30.20,2023,615.0
Производство железнодорожных локомотивов и подвижного состава,30.20,2024,623.0
Производство железнодорожных локомотивов и подвижного состава,30.20,2025,640.0
Производство прочего подвижного состава,30.20.3,2024,271.0
Производство прочего подвижного состава,30.20.3,2025,270.0
"Производство несамоходных железнодорожных, трамвайных и прочих вагонов для перевозки грузов",30.20.33,2024,271.0
"Производство несамоходных железнодорожных, трамвайных и прочих вагонов для перевозки грузов",30.20.33,2025,270.0
"Производство частей железнодорожных локомотивов, трамвайных и прочих моторных вагонов и подвижного состава; производство путевого оборудования и устройств для железнодорожных, трамвайных и прочих путей, механического и электромеханического оборудования для управления движением",30.20.4,2025,149.0
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2017,9547.0
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2018,9767.0
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2019,15315.0
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2020,18525.0
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2021,18537.0
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2022,17755.0
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2023,19327.0
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.30,2024,21605.0
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.30,2025,18781.0
"Производство силовых установок и двигателей для летательных аппаратов, включая космические; наземных тренажеров для летного состава; их частей",30.30.1,2024,9327.0
"Производство силовых установок и двигателей для летательных аппаратов, включая космические; наземных тренажеров для летного состава; их частей",30.30.1,2025,6136.0
Производство двигателей летательных аппаратов с искровым зажиганием и их частей,30.30.11,2024,4540.0
Производство двигателей летательных аппаратов с искровым зажиганием и их частей,30.30.11,2025,1536.0
Производство турбореактивных и турбовинтовых двигателей и их частей,30.30.12,2024,4510.0
Производство турбореактивных и турбовинтовых двигателей и их частей,30.30.12,2025,4463.0
"Производство вертолетов, самолетов и прочих летательных аппаратов",30.30.3,2024,3491.0
"Производство вертолетов, самолетов и прочих летательных аппаратов",30.30.3,2025,4942.0
Производство самолетов,30.30.32,2024,1104.0
Производство самолетов,30.30.32,2025,2195.0
Производство частей и принадлежностей летательных и космических аппаратов,30.30.5,2024,6772.0
Производство частей и принадлежностей летательных и космических аппаратов,30.30.5,2025,6220.0
Производство прочих готовых изделий,32,2017,34.0
Производство прочих готовых изделий,32,2018,144.0
Производство прочих готовых изделий,32,2019,201.0
Производство прочих готовых изделий,32,2020,298.0
Производство прочих готовых изделий,32,2021,253.0
Производство прочих готовых изделий,32,2022,237.0
Производство прочих готовых изделий,32,2023,242.0
Производство прочих готовых изделий,32,2024,261.0
Производство прочих готовых изделий,32,2025,334.0
Производство медицинских инструментов и оборудования,32.5,2018,141.0
Производство медицинских инструментов и оборудования,32.5,2019,66.0
Производство медицинских инструментов и оборудования,32.5,2020,133.0
Производство медицинских инструментов и оборудования,32.5,2021,82.0
Производство медицинских инструментов и оборудования,32.5,2022,86.0
Производство медицинских инструментов и оборудования,32.5,2023,134.0
Производство медицинских инструментов и оборудования,32.50,2024,167.0
Производство медицинских инструментов и оборудования,32.50,2025,195.0
"Производство изделий, не включенных в другие группировки",32.9,2024,90.0
"Производство прочих готовых изделий, не включенных в другие группировки",32.99,2024,90.0
Производство головных защитных уборов и прочих средств защиты,32.99.1,2024,90.0
Ремонт и монтаж машин и оборудования,33,2017,535.0
Ремонт и монтаж машин и оборудования,33,2018,420.0
Ремонт и монтаж машин и оборудования,33,2019,640.0
Ремонт и монтаж машин и оборудования,33,2020,658.0
Ремонт и монтаж машин и оборудования,33,2021,258.0
Ремонт и монтаж машин и оборудования,33,2022,1189.0
Ремонт и монтаж машин и оборудования,33,2023,2256.0
Ремонт и монтаж машин и оборудования,33,2024,1476.0
Ремонт и монтаж машин и оборудования,33,2025,991.0
"Ремонт и монтаж металлических изделий, машин и оборудования",33.1,2024,1472.0
"Ремонт и монтаж металлических изделий, машин и оборудования",33.1,2025,987.0
Ремонт электронного и оптического оборудования,33.13,2025,44.0
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",35,2024,416.0
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",35,2025,551.0
"Производство, передача и распределение электроэнергии",35.1,2017,146.0
"Производство, передача и распределение электроэнергии",35.1,2018,162.0
"Производство, передача и распределение электроэнергии",35.1,2021,25.0
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.3,2020,395.0
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.3,2021,384.0
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2018,157.0
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2020,289.0
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2021,538.0
Работы строительные специализированные,43,2020,8.0
Работы строительные специализированные,43,2021,15.0
Торговля оптовая и розничная автотранспортными средствами и мотоциклами и их ремонт,45,2020,6.0
Торговля оптовая и розничная автотранспортными средствами и мотоциклами и их ремонт,45,2021,9.0
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2017,358.0
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2018,447.0
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2019,569.0
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2020,269.0
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2021,267.0
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2022,499.0
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2023,473.0
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2024,470.0
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2025,890.0
Торговля оптовая непродовольственными потребительскими товарами,46.4,2025,21.0
Торговля оптовая фармацевтической продукцией,46.46,2025,21.0
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2024,298.0
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2025,596.0
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2020,6.0
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2021,6.0
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2024,243.0
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2021,43.0
"Торговля оптовая прочими машинами, оборудованием и принадлежностями",46.6,2024,128.0
"Торговля оптовая прочими машинами, оборудованием и принадлежностями",46.6,2025,178.0
Торговля оптовая прочими машинами и оборудованием,46.69,2024,128.0
Торговля оптовая прочими машинами и оборудованием,46.69,2025,171.0
"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",46.69.9,2024,43.0
Торговля оптовая специализированная прочая,46.7,2025,50.0
Торговля оптовая неспециализированная,46.90,2024,28.0
Торговля оптовая неспециализированная,46.90,2025,45.0
Деятельность сухопутного и трубопроводного транспорта,49,2017,118.0
Деятельность сухопутного и трубопроводного транспорта,49,2018,107.0
Деятельность сухопутного и трубопроводного транспорта,49,2021,103.0
Деятельность воздушного и космического транспорта,51,2021,966.0
Складское хозяйство и вспомогательная транспортная деятельность,52,2020,413.0
Складское хозяйство и вспомогательная транспортная деятельность,52,2021,413.0
Деятельность почтовой связи и курьерская деятельность,53,2018,7.0
Деятельность по предоставлению продуктов питания и напитков,56,2021,898.0
Деятельность издательская,58,2021,11.0
Деятельность издательская,58,2022,14.0
"Издание книг, периодических публикаций и другие виды издательской деятельности",58.1,2021,11.0
Деятельность в сфере телекоммуникаций,61,2018,15.0
Деятельность в сфере телекоммуникаций,61,2020,24.0
Деятельность в сфере телекоммуникаций,61,2021,54.0
Деятельность в сфере телекоммуникаций,61,2022,234.0
Деятельность в области связи на базе проводных технологий,61.1,2018,15.0
Деятельность в области связи на базе проводных технологий,61.10,2020,9.0
Деятельность в области связи на базе проводных технологий,61.10,2021,10.0
Деятельность в области связи на базе беспроводных технологий,61.20,2020,15.0
Деятельность в области связи на базе беспроводных технологий,61.20,2021,44.0
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62,2017,2954.0
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62,2018,3006.0
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62,2019,3896.0
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62,2020,6843.0
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62,2021,4013.0
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62,2022,3909.0
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62,2023,4363.0
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62.0,2024,5485.0
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62.0,2025,4990.0
Разработка компьютерного программного обеспечения,62.01,2018,1805.0
Разработка компьютерного программного обеспечения,62.01,2019,2413.0
Разработка компьютерного программного обеспечения,62.01,2020,4448.0
Разработка компьютерного программного обеспечения,62.01,2021,2763.0
Разработка компьютерного программного обеспечения,62.01,2022,2838.0
Разработка компьютерного программного обеспечения,62.01,2023,3163.0
Разработка компьютерного программного обеспечения,62.01,2024,3777.0
Разработка компьютерного программного обеспечения,62.01,2025,2710.0
Деятельность консультативная и работы в области компьютерных технологий,62.02,2018,188.0
Деятельность консультативная и работы в области компьютерных технологий,62.02,2019,20.0
Деятельность консультативная и работы в области компьютерных технологий,62.02,2020,85.0
Деятельность консультативная и работы в области компьютерных технологий,62.02,2021,66.0
Деятельность консультативная и работы в области компьютерных технологий,62.02,2022,55.0
Деятельность консультативная и работы в области компьютерных технологий,62.02,2023,56.0
Деятельность консультативная и работы в области компьютерных технологий,62.02,2024,1399.0
Деятельность консультативная и работы в области компьютерных технологий,62.02,2025,1561.0
"Деятельность по планированию, проектированию компьютерных систем",62.02.1,2025,327.0
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2018,1013.0
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2019,1463.0
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2020,2310.0
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2021,1184.0
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2022,1016.0
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2023,1144.0
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2024,294.0
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2025,712.0
Деятельность в области информационных технологий,63,2017,412.0
Деятельность в области информационных технологий,63,2018,289.0
Деятельность в области информационных технологий,63,2019,387.0
Деятельность в области информационных технологий,63,2020,300.0
Деятельность в области информационных технологий,63,2021,216.0
Деятельность в области информационных технологий,63,2022,189.0
Деятельность в области информационных технологий,63,2023,226.0
Деятельность в области информационных технологий,63,2024,174.0
Деятельность в области информационных технологий,63,2025,178.0
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2017,412.0
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно",63.1,2018,289.0
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно",63.1,2019,372.0
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2020,279.0
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2021,201.0
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2022,179.0
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2023,197.0
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2024,158.0
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2025,141.0
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2019,372.0
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2020,279.0
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2021,201.0
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2022,179.0
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2023,197.0
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2024,158.0
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2025,141.0
Деятельность по созданию и использованию баз данных и информационных ресурсов,63.11.1,2024,131.0
Деятельность по созданию и использованию баз данных и информационных ресурсов,63.11.1,2025,112.0
Деятельность в области информационных услуг прочая,63.9,2020,21.0
Деятельность в области информационных услуг прочая,63.9,2021,15.0
Деятельность в области информационных услуг прочая,63.9,2025,37.0
Деятельность информационных агентств,63.91,2020,21.0
Деятельность информационных агентств,63.91,2021,15.0
"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64,2017,22.0
"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64,2021,5.0
Операции с недвижимым имуществом,68,2024,45.0
Операции с недвижимым имуществом,68,2025,159.0
Аренда и управление собственным или арендованным недвижимым имуществом,68.20,2024,44.0
Аренда и управление собственным или арендованным недвижимым имуществом,68.20,2025,159.0
Аренда и управление собственным или арендованным нежилым недвижимым имуществом,68.20.2,2024,44.0
Аренда и управление собственным или арендованным нежилым недвижимым имуществом,68.20.2,2025,159.0
Аренда и управление собственным или арендованным прочим нежилым недвижимым имуществом,68.20.29,2024,44.0
Аренда и управление собственным или арендованным прочим нежилым недвижимым имуществом,68.20.29,2025,159.0
Деятельность в области права и бухгалтерского учета,69,2020,42.0
Деятельность в области права и бухгалтерского учета,69,2021,48.0
Деятельность головных офисов; консультирование по вопросам управления,70,2017,17.0
Деятельность головных офисов; консультирование по вопросам управления,70,2018,14.0
Деятельность головных офисов; консультирование по вопросам управления,70,2019,170.0
Деятельность головных офисов; консультирование по вопросам управления,70,2020,240.0
Деятельность головных офисов; консультирование по вопросам управления,70,2021,65.0
Деятельность головных офисов; консультирование по вопросам управления,70,2022,107.0
Деятельность головных офисов; консультирование по вопросам управления,70,2023,96.0
Деятельность головных офисов; консультирование по вопросам управления,70,2024,229.0
Деятельность головных офисов; консультирование по вопросам управления,70,2025,1032.0
Деятельность головных офисов,70.1,2020,191.0
Деятельность головных офисов,70.1,2021,26.0
Деятельность головных офисов,70.1,2022,61.0
Деятельность головных офисов,70.1,2023,65.0
Деятельность головных офисов,70.10,2024,216.0
Деятельность головных офисов,70.10,2025,1023.0
Консультирование по вопросам управления,70.2,2017,14.0
Консультирование по вопросам управления,70.2,2019,27.0
Консультирование по вопросам управления,70.2,2020,49.0
Консультирование по вопросам управления,70.2,2021,39.0
Консультирование по вопросам управления,70.2,2022,46.0
Консультирование по вопросам управления,70.2,2023,31.0
Консультирование по вопросам управления,70.2,2024,13.0
Консультирование по вопросам коммерческой деятельности и управления,70.22,2024,13.0
"Деятельность в области архитектуры и инженерно-технического проектирования; технических испытаний, исследований и анализа",71,2017,4758.0
Деятельность в области архитектуры и инженерно,71,2018,4313.0
Деятельность в области архитектуры и инженерно,71,2019,11537.0
"Деятельность в области архитектуры и инженерно-технического проектирования; технических испытаний, исследований и анализа",71,2020,6758.0
"Деятельность в области архитектуры и инженерно-технического проектирования; технических испытаний, исследований и анализа",71,2021,5159.0
"Деятельность в области архитектуры и инженерно-технического проектирования; технических испытаний, исследований и анализа",71,2022,5544.0
"Деятельность в области архитектуры и инженерно-технического проектирования; технических испытаний, исследований и анализа",71,2023,8337.0
"Деятельность в области архитектуры и инженерно-технического проектирования; технических испытаний, исследований и анализа",71,2024,6638.0
"Деятельность в области архитектуры и инженерно-технического проектирования; технических испытаний, исследований и анализа",71,2025,10791.0
"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях",71.1,2017,4081.0
"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях",71.1,2018,3673.0
"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях",71.1,2019,6489.0
"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях",71.1,2020,4661.0
"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях",71.1,2021,3133.0
"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях",71.1,2022,3671.0
"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях",71.1,2023,4538.0
"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях",71.1,2024,4725.0
"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях",71.1,2025,4900.0
Деятельность в области архитектуры,71.11,2024,679.0
Деятельность в области архитектуры,71.11,2025,525.0
"Деятельность в области архитектуры, связанная с созданием архитектурного объекта",71.11.1,2024,549.0
"Деятельность в области архитектуры, связанная с созданием архитектурного объекта",71.11.1,2025,383.0
"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",71.12,2024,4046.0
"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",71.12,2025,4375.0
"Деятельность, связанная с инженерно",71.12.1,2019,1059.0
"Деятельность, связанная с инженерно-техническим проектированием, управлением проектами строительства, выполнением строительного контроля и авторского надзора",71.12.1,2020,950.0
"Деятельность, связанная с инженерно-техническим проектированием, управлением проектами строительства, выполнением строительного контроля и авторского надзора",71.12.1,2021,955.0
"Деятельность, связанная с инженерно-техническим проектированием, управлением проектами строительства, выполнением строительного контроля и авторского надзора",71.12.1,2022,1795.0
"Деятельность, связанная с инженерно-техническим проектированием, управлением проектами строительства, выполнением строительного контроля и авторского надзора",71.12.1,2023,1696.0
"Деятельность, связанная с инженерно-техническим проектированием, управлением проектами строительства, выполнением строительного контроля и авторского надзора",71.12.1,2024,1726.0
"Деятельность, связанная с инженерно-техническим проектированием, управлением проектами строительства, выполнением строительного контроля и авторского надзора",71.12.1,2025,1504.0
"Разработка проектов тепло-, водо-, газоснабжения",71.12.11,2020,16.0
"Разработка проектов промышленных процессов и производств, относящихся к электротехнике, электронной технике, горному делу, химической технологии, машиностроению, а также в области промышленного строительства, системотехники и техники безопасности",71.12.12,2019,777.0
"Разработка проектов промышленных процессов и производств, относящихся к электротехнике, электронной технике, горному делу, химической технологии, машиностроению, а также в области промышленного строительства, системотехники и техники безопасности",71.12.12,2020,852.0
