sector,okved2,year,BDusage_s
Предоставление консультационных услуг в области экологии,74.90.5,2024.0,1.0
"Предоставление прочих технических консультаций, деятельность консультантов, кроме архитекторов, проектировщиков и консультантов по управлению",74.90.6,2021.0,3.0
"Предоставление прочих технических консультаций, деятельность консультантов, кроме архитекторов, проектировщиков и консультантов по управлению",74.90.6,2023.0,3.0
"Предоставление прочих технических консультаций, деятельность консультантов, кроме архитекторов, проектировщиков и консультантов по управлению",74.90.6,2024.0,2.0
"Деятельность агентств и агентов, действующих от имени физических лиц, и обычно связанную с заключением контрактов (договоров) на участие в кинофильмах, театральных постановках и других развлекательных или спортивных мероприятиях, а также с предложением книг, пьес, предметов изобразительного искусства, фотографий и аналогичных предметов издателям, продюсерам",74.90.8,2021.0,
"Деятельность агентств и агентов, действующих от имени физических лиц, и обычно связанную с заключением контрактов (договоров) на участие в кинофильмах, театральных постановках и других развлекательных или спортивных мероприятиях, а также с предложением книг, пьес, предметов изобразительного искусства, фотографий и аналогичных предметов издателям, продюсерам",74.90.8,2024.0,1.0
Деятельность в области защиты информации,74.90.9,2021.0,6.0
Деятельность в области защиты информации и обеспечения безопасности критической информационной инфраструктуры,74.90.9,2023.0,7.0
Деятельность в области защиты информации и обеспечения безопасности критической информационной инфраструктуры,74.90.9,2024.0,3.0
"Деятельность по разработке информационных и телекоммуникационных систем, защищенных с использованием средств защиты информации",74.90.92,2021.0,1.0
Деятельность ветеринарная,75.00,2021.0,422.0
Деятельность ветеринарная,75.00,2023.0,215.0
Деятельность ветеринарная,75.00,2024.0,112.0
Деятельность ветеринарная для сельскохозяйственных животных,75.00.1,2021.0,183.0
Деятельность ветеринарная для сельскохозяйственных животных,75.00.1,2023.0,98.0
Деятельность ветеринарная для сельскохозяйственных животных,75.00.1,2024.0,48.0
Деятельность ветеринарная для домашних животных,75.00.2,2021.0,63.0
Деятельность ветеринарная для домашних животных,75.00.2,2023.0,31.0
Деятельность ветеринарная для домашних животных,75.00.2,2024.0,14.0
Аренда и лизинг,77,2021.0,296.0
Аренда и лизинг,77,2023.0,85.0
Аренда и лизинг,77,2024.0,56.0
Аренда и лизинг автотранспортных средств,77.1,2021.0,49.0
Аренда и лизинг автотранспортных средств,77.1,2023.0,14.0
Аренда и лизинг автотранспортных средств,77.1,2024.0,9.0
Аренда и лизинг легковых автомобилей и легких автотранспортных средств,77.11,2021.0,44.0
Аренда и лизинг легковых автомобилей и легких автотранспортных средств,77.11,2023.0,11.0
Аренда и лизинг легковых автомобилей и легких автотранспортных средств,77.11,2024.0,5.0
Аренда и лизинг грузовых транспортных средств,77.12,2021.0,5.0
Аренда и лизинг грузовых транспортных средств,77.12,2023.0,3.0
Аренда и лизинг грузовых транспортных средств,77.12,2024.0,4.0
Прокат и аренда предметов личного пользования и хозяйственно-бытового назначения,77.2,2021.0,7.0
Прокат и аренда предметов личного пользования и хозяйственно-бытового назначения,77.2,2023.0,6.0
Прокат и аренда предметов личного пользования и хозяйственно-бытового назначения,77.2,2024.0,5.0
Прокат и аренда товаров для отдыха и спортивных товаров,77.21,2021.0,4.0
Прокат и аренда товаров для отдыха и спортивных товаров,77.21,2023.0,6.0
Прокат и аренда товаров для отдыха и спортивных товаров,77.21,2024.0,5.0
"Прокат видеокассет и аудиокассет, грампластинок, компакт-дисков (CD), цифровых видеодисков (DVD)",77.22,2021.0,2.0
"Прокат видеокассет и аудиокассет, грампластинок, компакт-дисков (CD), цифровых видеодисков (DVD)",77.22,2024.0,
Прокат и аренда прочих предметов личного пользования и хозяйственно-бытового назначения,77.29,2021.0,1.0
Прокат и аренда прочих предметов личного пользования и хозяйственно-бытового назначения,77.29,2023.0,
Прокат и аренда прочих предметов личного пользования и хозяйственно-бытового назначения,77.29,2024.0,
"Прокат телевизоров, радиоприемников, устройств видеозаписи, аудиозаписи и подобного оборудования",77.29.1,2021.0,
"Прокат телевизоров, радиоприемников, устройств видеозаписи, аудиозаписи и подобного оборудования",77.29.1,2023.0,
"Прокат телевизоров, радиоприемников, устройств видеозаписи, аудиозаписи и подобного оборудования",77.29.1,2024.0,
"Прокат мебели, электрических и неэлектрических бытовых приборов",77.29.2,2021.0,
"Прокат мебели, электрических и неэлектрических бытовых приборов",77.29.2,2023.0,
"Прокат мебели, электрических и неэлектрических бытовых приборов",77.29.2,2024.0,
"Прокат прочих бытовых изделий и предметов личного пользования для домашних хозяйств, предприятий и организаций, не включенных в другие группировки",77.29.9,2021.0,1.0
"Прокат прочих бытовых изделий и предметов личного пользования для домашних хозяйств, предприятий и организаций, не включенных в другие группировки",77.29.9,2023.0,
"Прокат прочих бытовых изделий и предметов личного пользования для домашних хозяйств, предприятий и организаций, не включенных в другие группировки",77.29.9,2024.0,
Аренда и лизинг прочих машин и оборудования и материальных средств,77.3,2021.0,232.0
Аренда и лизинг прочих машин и оборудования и материальных средств,77.3,2023.0,57.0
Аренда и лизинг прочих машин и оборудования и материальных средств,77.3,2024.0,36.0
Аренда и лизинг сельскохозяйственных машин и оборудования,77.31,2021.0,15.0
Аренда и лизинг сельскохозяйственных машин и оборудования,77.31,2023.0,
Аренда и лизинг сельскохозяйственных машин и оборудования,77.31,2024.0,
Аренда и лизинг строительных машин и оборудования,77.32,2021.0,48.0
Аренда и лизинг строительных машин и оборудования,77.32,2023.0,20.0
Аренда и лизинг строительных машин и оборудования,77.32,2024.0,20.0
"Аренда и лизинг офисных машин и оборудования, включая вычислительную технику",77.33,2021.0,8.0
"Аренда и лизинг офисных машин и оборудования, включая вычислительную технику",77.33,2023.0,3.0
"Аренда и лизинг офисных машин и оборудования, включая вычислительную технику",77.33,2024.0,4.0
Аренда и лизинг офисных машин и оборудования,77.33.1,2021.0,7.0
Аренда и лизинг офисных машин и оборудования,77.33.1,2023.0,1.0
Аренда и лизинг офисных машин и оборудования,77.33.1,2024.0,2.0
Аренда и лизинг вычислительных машин и оборудования,77.33.2,2021.0,1.0
Аренда и лизинг вычислительных машин и оборудования,77.33.2,2023.0,1.0
Аренда и лизинг вычислительных машин и оборудования,77.33.2,2024.0,2.0
Аренда и лизинг водных транспортных средств и оборудования,77.34,2021.0,5.0
Аренда и лизинг водных транспортных средств и оборудования,77.34,2023.0,1.0
Аренда и лизинг водных транспортных средств и оборудования,77.34,2024.0,
Аренда и лизинг воздушных судов и авиационного оборудования,77.35,2021.0,
Аренда и лизинг воздушных судов и авиационного оборудования,77.35,2023.0,
Аренда и лизинг воздушных судов и авиационного оборудования,77.35,2024.0,
"Аренда и лизинг прочих видов транспорта, оборудования и материальных средств, не включенных в другие группировки",77.39,2021.0,156.0
"Аренда и лизинг прочих видов транспорта, оборудования и материальных средств, не включенных в другие группировки",77.39,2023.0,33.0
"Аренда и лизинг прочих видов транспорта, оборудования и материальных средств, не включенных в другие группировки",77.39,2024.0,12.0
Аренда и лизинг прочих сухопутных транспортных средств и оборудования,77.39.1,2021.0,85.0
Аренда и лизинг прочих сухопутных транспортных средств и оборудования,77.39.1,2023.0,17.0
Аренда и лизинг прочих сухопутных транспортных средств и оборудования,77.39.1,2024.0,9.0
Аренда и лизинг прочего автомобильного транспорта и оборудования,77.39.11,2021.0,23.0
Аренда и лизинг прочего автомобильного транспорта и оборудования,77.39.11,2023.0,12.0
Аренда и лизинг прочего автомобильного транспорта и оборудования,77.39.11,2024.0,9.0
Аренда и лизинг железнодорожного транспорта и оборудования,77.39.12,2021.0,55.0
Аренда и лизинг железнодорожного транспорта и оборудования,77.39.12,2023.0,2.0
Аренда и лизинг железнодорожного транспорта и оборудования,77.39.12,2024.0,
"Аренда и лизинг прочих машин и оборудования, не включенных в другие группировки",77.39.2,2021.0,69.0
"Аренда и лизинг прочих машин и оборудования, не включенных в другие группировки",77.39.2,2023.0,13.0
"Аренда и лизинг прочих машин и оборудования, не включенных в другие группировки",77.39.2,2024.0,2.0
"Аренда и лизинг двигателей, турбин и станков",77.39.21,2021.0,1.0
"Аренда и лизинг двигателей, турбин и станков",77.39.21,2023.0,
"Аренда и лизинг двигателей, турбин и станков",77.39.21,2024.0,
Аренда и лизинг горного и нефтепромыслового оборудования,77.39.22,2021.0,12.0
Аренда и лизинг горного и нефтепромыслового оборудования,77.39.22,2023.0,4.0
Аренда и лизинг горного и нефтепромыслового оборудования,77.39.22,2024.0,1.0
Аренда и лизинг подъемно-транспортного оборудования,77.39.23,2021.0,2.0
Аренда и лизинг подъемно-транспортного оборудования,77.39.23,2023.0,
Аренда и лизинг подъемно-транспортного оборудования,77.39.23,2024.0,
Аренда и лизинг профессиональной радио- и телевизионной аппаратуры и аппаратуры связи,77.39.24,2021.0,33.0
Аренда и лизинг профессиональной радио- и телевизионной аппаратуры и аппаратуры связи,77.39.24,2023.0,
Аренда и лизинг профессиональной радио- и телевизионной аппаратуры и аппаратуры связи,77.39.24,2024.0,
Аренда и лизинг контрольно-измерительной аппаратуры,77.39.25,2021.0,
Аренда и лизинг контрольно-измерительной аппаратуры,77.39.25,2023.0,
Аренда и лизинг контрольно-измерительной аппаратуры,77.39.25,2024.0,
"Аренда и лизинг приборов, аппаратов и прочего оборудования, применяемого в медицинских целях",77.39.26,2021.0,
"Аренда и лизинг приборов, аппаратов и прочего оборудования, применяемого в медицинских целях",77.39.26,2023.0,
"Аренда и лизинг приборов, аппаратов и прочего оборудования, применяемого в медицинских целях",77.39.26,2024.0,
Аренда и лизинг торгового оборудования,77.39.27,2021.0,1.0
Аренда и лизинг торгового оборудования,77.39.27,2023.0,3.0
Аренда и лизинг торгового оборудования,77.39.27,2024.0,
Аренда и лизинг прочих машин и оборудования научного и промышленного назначения,77.39.29,2021.0,18.0
Аренда и лизинг прочих машин и оборудования научного и промышленного назначения,77.39.29,2023.0,4.0
Аренда и лизинг прочих машин и оборудования научного и промышленного назначения,77.39.29,2024.0,1.0
"Аренда интеллектуальной собственности и подобной продукции, кроме авторских прав",77.40,2021.0,8.0
"Аренда интеллектуальной собственности и подобной продукции, кроме авторских прав",77.40,2023.0,8.0
"Аренда интеллектуальной собственности и подобной продукции, кроме авторских прав",77.40,2024.0,6.0
Деятельность по трудоустройству и подбору персонала,78,2021.0,419.0
Деятельность по трудоустройству и подбору персонала,78,2023.0,188.0
Деятельность по трудоустройству и подбору персонала,78,2024.0,84.0
Деятельность агентств по подбору персонала,78.10,2021.0,165.0
Деятельность агентств по подбору персонала,78.10,2023.0,88.0
Деятельность агентств по подбору персонала,78.10,2024.0,42.0
Деятельность агентств по временному трудоустройству,78.20,2021.0,131.0
Деятельность агентств по временному трудоустройству,78.20,2023.0,41.0
Деятельность агентств по временному трудоустройству,78.20,2024.0,24.0
Деятельность по подбору персонала прочая,78.30,2021.0,123.0
Деятельность по подбору персонала прочая,78.30,2023.0,59.0
Деятельность по подбору персонала прочая,78.30,2024.0,18.0
"Деятельность туристических агентств и прочих организаций, предоставляющих услуги в сфере туризма",79,2021.0,104.0
"Деятельность туристических агентств и прочих организаций, предоставляющих услуги в сфере туризма",79,2023.0,61.0
"Деятельность туристических агентств и прочих организаций, предоставляющих услуги в сфере туризма",79,2024.0,29.0
Деятельность туристических агентств и туроператоров,79.1,2021.0,74.0
Деятельность туристических агентств и туроператоров,79.1,2023.0,36.0
Деятельность туристических агентств и туроператоров,79.1,2024.0,12.0
Деятельность туристических агентств,79.11,2021.0,62.0
Деятельность туристических агентств,79.11,2023.0,32.0
Деятельность туристических агентств,79.11,2024.0,12.0
Деятельность туроператоров,79.12,2021.0,12.0
Деятельность туроператоров,79.12,2023.0,4.0
Деятельность туроператоров,79.12,2024.0,
Услуги по бронированию прочие и сопутствующая деятельность,79.90,2021.0,30.0
Услуги по бронированию прочие и сопутствующая деятельность,79.90,2023.0,25.0
Услуги по бронированию прочие и сопутствующая деятельность,79.90,2024.0,17.0
Деятельность по предоставлению туристических информационных услуг,79.90.1,2021.0,20.0
Деятельность по предоставлению туристических информационных услуг,79.90.1,2023.0,21.0
Деятельность по предоставлению туристических информационных услуг,79.90.1,2024.0,15.0
Деятельность по предоставлению экскурсионных туристических услуг,79.90.2,2021.0,3.0
Деятельность по предоставлению экскурсионных туристических услуг,79.90.2,2023.0,1.0
Деятельность по предоставлению экскурсионных туристических услуг,79.90.2,2024.0,
Деятельность туристических агентств по предоставлению экскурсионных туристических услуг,79.90.21,2021.0,
Деятельность туристических агентств по предоставлению экскурсионных туристических услуг,79.90.21,2023.0,1.0
Деятельность туристических агентств по предоставлению экскурсионных туристических услуг,79.90.21,2024.0,
Деятельность самостоятельных экскурсоводов и гидов по предоставлению экскурсионных туристических услуг,79.90.22,2021.0,
Деятельность самостоятельных экскурсоводов и гидов по предоставлению экскурсионных туристических услуг,79.90.22,2023.0,
Деятельность самостоятельных экскурсоводов и гидов по предоставлению экскурсионных туристических услуг,79.90.22,2024.0,
"Деятельность по предоставлению туристических услуг, связанных с бронированием",79.90.3,2021.0,3.0
"Деятельность по предоставлению туристических услуг, связанных с бронированием",79.90.3,2023.0,1.0
"Деятельность по предоставлению туристических услуг, связанных с бронированием",79.90.3,2024.0,2.0
Деятельность по бронированию билетов на культурно-развлекательные мероприятия,79.90.31,2024.0,
"Деятельность по оказанию прочих услуг, связанных со службой предварительных заказов",79.90.32,2021.0,1.0
"Деятельность по оказанию прочих услуг, связанных со службой предварительных заказов",79.90.32,2023.0,1.0
"Деятельность по оказанию прочих услуг, связанных со службой предварительных заказов",79.90.32,2024.0,1.0
Деятельность по обеспечению безопасности и проведению расследований,80,2021.0,258.0
Деятельность по обеспечению безопасности и проведению расследований,80,2023.0,141.0
Деятельность по обеспечению безопасности и проведению расследований,80,2024.0,77.0
Деятельность частных охранных служб,80.10,2021.0,241.0
"Деятельность охранных служб, в том числе частных",80.10,2023.0,126.0
"Деятельность охранных служб, в том числе частных",80.10,2024.0,70.0
Деятельность ведомственной охраны,80.10.1,2023.0,6.0
Деятельность ведомственной охраны,80.10.1,2024.0,3.0
Деятельность частных охранных организаций,80.10.2,2023.0,
Деятельность частных охранных организаций,80.10.2,2024.0,33.0
Деятельность охранных служб прочих,80.10.9,2024.0,26.0
Деятельность систем обеспечения безопасности,80.20,2021.0,15.0
Деятельность систем обеспечения безопасности,80.20,2023.0,15.0
Деятельность систем обеспечения безопасности,80.20,2024.0,7.0
Деятельность по расследованию,80.30,2021.0,2.0
Деятельность по расследованию,80.30,2023.0,
Деятельность по расследованию,80.30,2024.0,
Деятельность по обслуживанию зданий и территорий,81,2021.0,422.0
Деятельность по обслуживанию зданий и территорий,81,2023.0,244.0
Деятельность по обслуживанию зданий и территорий,81,2024.0,130.0
Деятельность по комплексному обслуживанию помещений,81.10,2021.0,52.0
Деятельность по комплексному обслуживанию помещений,81.10,2023.0,25.0
Деятельность по комплексному обслуживанию помещений,81.10,2024.0,13.0
Деятельность по чистке и уборке,81.2,2021.0,307.0
Деятельность по чистке и уборке,81.2,2023.0,179.0
Деятельность по чистке и уборке,81.2,2024.0,91.0
Деятельность по общей уборке зданий,81.21,2021.0,5.0
Деятельность по общей уборке зданий,81.21,2023.0,1.0
Деятельность по общей уборке зданий,81.21,2024.0,3.0
Деятельность по уборке квартир и частных домов,81.21.1,2021.0,1.0
Деятельность по уборке квартир и частных домов,81.21.1,2023.0,
Деятельность по уборке квартир и частных домов,81.21.1,2024.0,
Деятельность по уборке прочих типов зданий и помещений,81.21.9,2021.0,2.0
Деятельность по уборке прочих типов зданий и помещений,81.21.9,2023.0,1.0
Деятельность по уборке прочих типов зданий и помещений,81.21.9,2024.0,
Деятельность по чистке и уборке жилых зданий и нежилых помещений прочая,81.22,2021.0,85.0
Деятельность по чистке и уборке жилых зданий и нежилых помещений прочая,81.22,2023.0,47.0
Деятельность по чистке и уборке жилых зданий и нежилых помещений прочая,81.22,2024.0,28.0
Деятельность по чистке и уборке прочая,81.29,2021.0,217.0
Деятельность по чистке и уборке прочая,81.29,2023.0,131.0
Деятельность по чистке и уборке прочая,81.29,2024.0,60.0
"Дезинфекция, дезинсекция, дератизация зданий, промышленного оборудования",81.29.1,2021.0,7.0
"Дезинфекция, дезинсекция, дератизация зданий, промышленного оборудования",81.29.1,2023.0,2.0
"Дезинфекция, дезинсекция, дератизация зданий, промышленного оборудования",81.29.1,2024.0,1.0
Подметание улиц и уборка снега,81.29.2,2021.0,36.0
Подметание улиц и уборка снега,81.29.2,2023.0,17.0
Подметание улиц и уборка снега,81.29.2,2024.0,7.0
"Деятельность по чистке и уборке прочая, не включенная в другие группировки",81.29.9,2021.0,158.0
"Деятельность по чистке и уборке прочая, не включенная в другие группировки",81.29.9,2023.0,107.0
"Деятельность по чистке и уборке прочая, не включенная в другие группировки",81.29.9,2024.0,48.0
Предоставление услуг по благоустройству ландшафта,81.3,2021.0,63.0
Предоставление услуг по благоустройству ландшафта,81.3,2023.0,40.0
Предоставление услуг по благоустройству ландшафта,81.3,2024.0,26.0
Деятельность по благоустройству ландшафта,81.30,2021.0,63.0
Деятельность по благоустройству ландшафта,81.30,2023.0,40.0
Деятельность по благоустройству ландшафта,81.30,2024.0,26.0
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2021.0,562.0
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2023.0,357.0
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2024.0,281.0
Деятельность административно-хозяйственная и вспомогательная деятельность по обеспечению функционирования организации,82.1,2021.0,48.0
Деятельность административно-хозяйственная и вспомогательная деятельность по обеспечению функционирования организации,82.1,2023.0,65.0
Деятельность административно-хозяйственная и вспомогательная деятельность по обеспечению функционирования организации,82.1,2024.0,48.0
Деятельность административно-хозяйственная комплексная по обеспечению работы организации,82.11,2021.0,47.0
Деятельность административно-хозяйственная комплексная по обеспечению работы организации,82.11,2023.0,64.0
Деятельность административно-хозяйственная комплексная по обеспечению работы организации,82.11,2024.0,48.0
Деятельность по фотокопированию и подготовке документов и прочая специализированная вспомогательная деятельность по обеспечению деятельности офиса,82.19,2021.0,1.0
Деятельность по фотокопированию и подготовке документов и прочая специализированная вспомогательная деятельность по обеспечению деятельности офиса,82.19,2023.0,1.0
Деятельность по фотокопированию и подготовке документов и прочая специализированная вспомогательная деятельность по обеспечению деятельности офиса,82.19,2024.0,
Деятельность центров обработки телефонных вызовов,82.20,2021.0,146.0
Деятельность центров обработки телефонных вызовов,82.20,2023.0,90.0
Деятельность центров обработки телефонных вызовов,82.20,2024.0,64.0
Деятельность по организации конференций и выставок,82.30,2021.0,58.0
Деятельность по организации конференций и выставок,82.30,2023.0,37.0
Деятельность по организации конференций и выставок,82.30,2024.0,20.0
Деятельность организаторов и операторов выставочных и ярмарочных мероприятий,82.30.1,2024.0,
Деятельность организаторов конгрессных мероприятий,82.30.2,2024.0,
Деятельность по предоставлению выставочных/ярмарочных услуг,82.30.3,2024.0,
"Деятельность по предоставлению вспомогательных услуг для бизнеса, не включенная в другие группировки",82.9,2021.0,310.0
"Деятельность по предоставлению вспомогательных услуг для бизнеса, не включенная в другие группировки",82.9,2023.0,165.0
"Деятельность по предоставлению вспомогательных услуг для бизнеса, не включенная в другие группировки",82.9,2024.0,149.0
Деятельность агентств по сбору платежей и бюро кредитной информации,82.91,2021.0,144.0
Деятельность агентств по сбору платежей и бюро кредитной информации,82.91,2023.0,30.0
Деятельность агентств по сбору платежей и бюро кредитной информации,82.91,2024.0,30.0
Деятельность по упаковыванию товаров,82.92,2021.0,7.0
Деятельность по упаковыванию товаров,82.92,2023.0,9.0
Деятельность по упаковыванию товаров,82.92,2024.0,2.0
"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",82.99,2021.0,159.0
"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",82.99,2023.0,126.0
"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",82.99,2024.0,117.0
"Деятельность органов государственного управления по обеспечению военной безопасности, обязательному социальному обеспечению",84,2021.0,10246.0
"Деятельность органов государственного управления по обеспечению военной безопасности, обязательному социальному обеспечению",84,2023.0,4918.0
"Деятельность органов государственного управления по обеспечению военной безопасности, обязательному социальному обеспечению",84,2024.0,2714.0
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2021.0,531.0
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2023.0,243.0
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2024.0,108.0
Деятельность органов государственного управления и местного самоуправления по вопросам общего и социально-экономического характера,84.1,2021.0,9276.0
Деятельность органов государственного управления и местного самоуправления по вопросам общего и социально-экономического характера,84.1,2023.0,4412.0
Деятельность органов государственного управления и местного самоуправления по вопросам общего и социально-экономического характера,84.1,2024.0,2496.0
Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,84.11,2021.0,9137.0
Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,84.11,2023.0,4340.0
Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,84.11,2024.0,2463.0
"Деятельность федеральных органов государственной власти по управлению вопросами общего характера, кроме судебной власти",84.11.1,2021.0,567.0
"Деятельность федеральных органов государственной власти по управлению вопросами общего характера, кроме судебной власти",84.11.1,2023.0,335.0
"Деятельность федеральных органов государственной власти по управлению вопросами общего характера, кроме судебной власти",84.11.1,2024.0,164.0
"Деятельность федеральных органов государственной власти, кроме полномочных представителей Президента Российской Федерации и территориальных органов федеральных органов исполнительной власти",84.11.11,2021.0,60.0
"Деятельность федеральных органов государственной власти, кроме полномочных представителей Президента Российской Федерации и территориальных органов федеральных органов исполнительной власти",84.11.11,2023.0,46.0
"Деятельность федеральных органов государственной власти, кроме полномочных представителей Президента Российской Федерации и территориальных органов федеральных органов исполнительной власти",84.11.11,2024.0,19.0
"Деятельность полномочных представителей Президента Российской Федерации в регионах Российской Федерации и территориальных органов федеральных органов исполнительной власти в субъектах Российской Федерации (республиках, краях, областях)",84.11.12,2021.0,331.0
"Деятельность полномочных представителей Президента Российской Федерации в регионах Российской Федерации и территориальных органов федеральных органов исполнительной власти в субъектах Российской Федерации (республиках, краях, областях)",84.11.12,2023.0,207.0
"Деятельность полномочных представителей Президента Российской Федерации в регионах Российской Федерации и территориальных органов федеральных органов исполнительной власти в субъектах Российской Федерации (республиках, краях, областях)",84.11.12,2024.0,101.0
Деятельность территориальных органов федеральных органов исполнительной власти в городах и районах субъектов Российской Федерации,84.11.13,2021.0,165.0
Деятельность территориальных органов федеральных органов исполнительной власти в городах и районах субъектов Российской Федерации,84.11.13,2023.0,75.0
Деятельность территориальных органов федеральных органов исполнительной власти в городах и районах субъектов Российской Федерации,84.11.13,2024.0,39.0
"Деятельность органов государственной власти по управлению вопросами общего характера, кроме судебной власти, субъектов Российской Федерации",84.11.2,2021.0,1177.0
"Деятельность органов государственной власти по управлению вопросами общего характера, кроме судебной власти, субъектов Российской Федерации",84.11.2,2023.0,612.0
"Деятельность органов государственной власти по управлению вопросами общего характера, кроме судебной власти, субъектов Российской Федерации",84.11.2,2024.0,316.0
"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации",84.11.21,2021.0,804.0
